# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# La BASE del UR5 es fija (decision de montaje, no se mueve
# el robot fisico de sitio). La CONFIGURACION ARTICULAR si
# cambia en cada frame: se recalcula para que el trocar
# (tubo rigido) siga la orientacion instantanea del shaft
# del PSM, igual que hace an5_psm_py/carrier_solver.py.
# Fulcro: [0.122141, -0.078964, 0.408424] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.397392, -0.598679, 0.0] m
# IK del UR5 por frame: OK 100.00 %, error mediana 0.0000 mm, maximo 0.0000 mm
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida, como en los archivos de PSM)
#  frame      t(s)   IK     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
    1596   53.1667    1     -0.5925   -89.3609  -105.2617   -13.5675   124.8029    21.3421
    1597   53.2000    1     -0.5416   -89.3189  -105.2986   -13.5347   124.6463    21.2997
    1598   53.2333    1     -0.5175   -89.2973  -105.3092   -13.5432   124.5721    21.2883
    1599   53.2667    1     -0.4714   -89.2536  -105.3196   -13.5932   124.4307    21.2788
    1600   53.3000    1     -0.4380   -89.2136  -105.2933   -13.7467   124.3282    21.3138
    1601   53.3333    1     -0.4212   -89.1933  -105.2788   -13.8280   124.2767    21.3329
    1602   53.3667    1     -0.3848   -89.1543  -105.2668   -13.9358   124.1654    21.3500
    1603   53.4000    1     -0.3370   -89.1093  -105.2752   -13.9939   124.0193    21.3431
    1604   53.4333    1     -0.3051   -89.0808  -105.2867   -14.0122   123.9220    21.3315
    1605   53.4667    1     -0.2323   -89.0188  -105.3240   -14.0150   123.7003    21.2917
    1606   53.5000    1     -0.1653   -88.9552  -105.3286   -14.1184   123.4971    21.2913
    1607   53.5333    1     -0.1230   -88.9149  -105.3299   -14.1883   123.3687    21.2930
    1608   53.5667    1     -0.1075   -88.9016  -105.3364   -14.1936   123.3217    21.2865
    1609   53.6000    1     -0.0777   -88.8749  -105.3439   -14.2201   123.2316    21.2798
    1610   53.6333    1     -0.0451   -88.8426  -105.3383   -14.2957   123.1330    21.2891
    1611   53.6667    1     -0.0347   -88.8328  -105.3386   -14.3130   123.1016    21.2896
    1612   53.7000    1     -0.0307   -88.8292  -105.3399   -14.3156   123.0893    21.2884
    1613   53.7333    1     -0.0403   -88.8370  -105.3341   -14.3185   123.1184    21.2945
    1614   53.7667    1     -0.0502   -88.8432  -105.3198   -14.3496   123.1483    21.3107
    1615   53.8000    1     -0.0584   -88.8487  -105.3102   -14.3679   123.1731    21.3215
    1616   53.8333    1     -0.0746   -88.8616  -105.2988   -14.3784   123.2222    21.3338
    1617   53.8667    1     -0.0861   -88.8716  -105.2951   -14.3709   123.2569    21.3373
    1618   53.9000    1     -0.0879   -88.8725  -105.2915   -14.3799   123.2624    21.3414
    1619   53.9333    1     -0.0913   -88.8741  -105.2843   -14.3986   123.2726    21.3498
    1620   53.9667    1     -0.0963   -88.8743  -105.2643   -14.4574   123.2877    21.3731
    1621   54.0000    1     -0.0918   -88.8657  -105.2451   -14.5302   123.2741    21.3961
    1622   54.0333    1     -0.0905   -88.8632  -105.2395   -14.5512   123.2703    21.4028
    1623   54.0667    1     -0.0891   -88.8599  -105.2307   -14.5832   123.2659    21.4132
    1624   54.1000    1     -0.0755   -88.8456  -105.2244   -14.6279   123.2248    21.4215
    1625   54.1333    1     -0.0671   -88.8362  -105.2176   -14.6653   123.1995    21.4301
    1626   54.1667    1     -0.0556   -88.8236  -105.2098   -14.7111   123.1647    21.4400
    1627   54.2000    1     -0.0455   -88.8152  -105.2147   -14.7121   123.1341    21.4349
    1628   54.2333    1     -0.0427   -88.8129  -105.2164   -14.7110   123.1255    21.4331
    1629   54.2667    1     -0.0488   -88.8186  -105.2160   -14.7019   123.1441    21.4331
    1630   54.3000    1     -0.0621   -88.8307  -105.2140   -14.6859   123.1844    21.4346
    1631   54.3333    1     -0.0762   -88.8432  -105.2109   -14.6724   123.2268    21.4374
    1632   54.3667    1     -0.0849   -88.8508  -105.2074   -14.6689   123.2534    21.4409
    1633   54.4000    1     -0.1085   -88.8708  -105.1968   -14.6641   123.3248    21.4519
    1634   54.4333    1     -0.1413   -88.8981  -105.1798   -14.6649   123.4240    21.4699
    1635   54.4667    1     -0.1727   -88.9242  -105.1628   -14.6677   123.5195    21.4880
    1636   54.5000    1     -0.1872   -88.9352  -105.1500   -14.6858   123.5635    21.5023
    1637   54.5333    1     -0.2166   -88.9557  -105.1156   -14.7510   123.6527    21.5412
    1638   54.5667    1     -0.2418   -88.9688  -105.0660   -14.8746   123.7293    21.5981
    1639   54.6000    1     -0.2520   -88.9729  -105.0399   -14.9448   123.7605    21.6283
    1640   54.6333    1     -0.2754   -88.9850  -104.9932   -15.0616   123.8315    21.6818
    1641   54.6667    1     -0.3017   -89.0004  -104.9474   -15.1702   123.9117    21.7342
    1642   54.7000    1     -0.3119   -89.0057  -104.9266   -15.2224   123.9429    21.7580
    1643   54.7333    1     -0.3314   -89.0172  -104.8930   -15.3020   124.0022    21.7965
    1644   54.7667    1     -0.3539   -89.0340  -104.8699   -15.3406   124.0711    21.8228
    1645   54.8000    1     -0.3794   -89.0530  -104.8438   -15.3840   124.1491    21.8524
    1646   54.8333    1     -0.3950   -89.0643  -104.8268   -15.4142   124.1965    21.8717
    1647   54.8667    1     -0.4428   -89.0978  -104.7669   -15.5325   124.3431    21.9402
    1648   54.9000    1     -0.4988   -89.1363  -104.6918   -15.6879   124.5146    22.0265
    1649   54.9333    1     -0.5266   -89.1559  -104.6559   -15.7599   124.6002    22.0678
    1650   54.9667    1     -0.5846   -89.2000  -104.5967   -15.8581   124.7786    22.1363
    1651   55.0000    1     -0.6412   -89.2460  -104.5518   -15.9104   124.9530    22.1887
    1652   55.0333    1     -0.6920   -89.2865  -104.5063   -15.9742   125.1101    22.2420
    1653   55.0667    1     -0.7159   -89.3057  -104.4853   -16.0029   125.1841    22.2668
    1654   55.1000    1     -0.7564   -89.3376  -104.4467   -16.0619   125.3094    22.3123
    1655   55.1333    1     -0.7780   -89.3544  -104.4243   -16.0991   125.3762    22.3387
    1656   55.1667    1     -0.7854   -89.3608  -104.4199   -16.1008   125.3992    22.3440
    1657   55.2000    1     -0.7935   -89.3695  -104.4237   -16.0740   125.4244    22.3401
    1658   55.2333    1     -0.7944   -89.3717  -104.4298   -16.0516   125.4274    22.3331
    1659   55.2667    1     -0.7866   -89.3645  -104.4321   -16.0576   125.4030    22.3301
    1660   55.3000    1     -0.7816   -89.3597  -104.4330   -16.0634   125.3875    22.3289
    1661   55.3333    1     -0.7728   -89.3510  -104.4331   -16.0788   125.3601    22.3285
    1662   55.3667    1     -0.7696   -89.3480  -104.4335   -16.0830   125.3505    22.3279
    1663   55.4000    1     -0.7694   -89.3479  -104.4337   -16.0827   125.3499    22.3277
    1664   55.4333    1     -0.7683   -89.3467  -104.4336   -16.0851   125.3462    22.3278
    1665   55.4667    1     -0.7657   -89.3446  -104.4359   -16.0818   125.3382    22.3250
    1666   55.5000    1     -0.7643   -89.3433  -104.4363   -16.0829   125.3340    22.3245
    1667   55.5333    1     -0.7588   -89.3382  -104.4376   -16.0882   125.3169    22.3228
    1668   55.5667    1     -0.7542   -89.3350  -104.4444   -16.0735   125.3026    22.3149
    1669   55.6000    1     -0.7548   -89.3370  -104.4513   -16.0490   125.3044    22.3069
    1670   55.6333    1     -0.7530   -89.3372  -104.4610   -16.0196   125.2987    22.2958
    1671   55.6667    1     -0.7507   -89.3357  -104.4650   -16.0103   125.2918    22.2912
    1672   55.7000    1     -0.7485   -89.3344  -104.4689   -16.0010   125.2849    22.2866
    1673   55.7333    1     -0.7492   -89.3351  -104.4689   -15.9997   125.2871    22.2866
    1674   55.7667    1     -0.7492   -89.3353  -104.4700   -15.9961   125.2870    22.2854
    1675   55.8000    1     -0.7491   -89.3354  -104.4711   -15.9925   125.2869    22.2842
    1676   55.8333    1     -0.7493   -89.3363  -104.4746   -15.9805   125.2874    22.2801
    1677   55.8667    1     -0.7502   -89.3374  -104.4757   -15.9753   125.2901    22.2789
    1678   55.9000    1     -0.7514   -89.3387  -104.4759   -15.9722   125.2940    22.2787
    1679   55.9333    1     -0.7492   -89.3365  -104.4757   -15.9768   125.2872    22.2789
    1680   55.9667    1     -0.7484   -89.3361  -104.4780   -15.9705   125.2847    22.2762
    1681   56.0000    1     -0.7500   -89.3376  -104.4774   -15.9698   125.2896    22.2770
    1682   56.0333    1     -0.7522   -89.3391  -104.4742   -15.9765   125.2964    22.2807
    1683   56.0667    1     -0.7533   -89.3395  -104.4713   -15.9847   125.2997    22.2841
    1684   56.1000    1     -0.7533   -89.3390  -104.4687   -15.9934   125.2997    22.2871
    1685   56.1333    1     -0.7519   -89.3372  -104.4663   -16.0038   125.2954    22.2897
    1686   56.1667    1     -0.7464   -89.3319  -104.4669   -16.0113   125.2784    22.2888
    1687   56.2000    1     -0.7413   -89.3273  -104.4688   -16.0141   125.2626    22.2865
    1688   56.2333    1     -0.7343   -89.3204  -104.4692   -16.0248   125.2409    22.2857
    1689   56.2667    1     -0.7301   -89.3164  -104.4694   -16.0317   125.2280    22.2855
    1690   56.3000    1     -0.7302   -89.3165  -104.4695   -16.0311   125.2282    22.2853
    1691   56.3333    1     -0.7359   -89.3217  -104.4676   -16.0276   125.2459    22.2877
    1692   56.3667    1     -0.7463   -89.3321  -104.4687   -16.0058   125.2780    22.2868
    1693   56.4000    1     -0.7465   -89.3331  -104.4728   -15.9915   125.2786    22.2821
    1694   56.4333    1     -0.7462   -89.3329  -104.4728   -15.9918   125.2778    22.2821
    1695   56.4667    1     -0.7522   -89.3386  -104.4718   -15.9849   125.2963    22.2835
    1696   56.5000    1     -0.7580   -89.3439  -104.4700   -15.9807   125.3143    22.2858
    1697   56.5333    1     -0.7628   -89.3486  -104.4694   -15.9741   125.3292    22.2866
    1698   56.5667    1     -0.7664   -89.3520  -104.4691   -15.9689   125.3403    22.2871
    1699   56.6000    1     -0.7723   -89.3573  -104.4665   -15.9672   125.3587    22.2902
    1700   56.6333    1     -0.7766   -89.3590  -104.4539   -16.0019   125.3721    22.3048
    1701   56.6667    1     -0.7783   -89.3586  -104.4435   -16.0341   125.3774    22.3169
    1702   56.7000    1     -0.7862   -89.3629  -104.4264   -16.0776   125.4019    22.3367
    1703   56.7333    1     -0.7974   -89.3718  -104.4153   -16.0951   125.4366    22.3498
    1704   56.7667    1     -0.8174   -89.3857  -104.3866   -16.1568   125.4986    22.3836
    1705   56.8000    1     -0.8296   -89.3939  -104.3673   -16.2001   125.5367    22.4062
    1706   56.8333    1     -0.8564   -89.4127  -104.3283   -16.2840   125.6201    22.4520
    1707   56.8667    1     -0.8785   -89.4301  -104.3063   -16.3192   125.6886    22.4783
    1708   56.9000    1     -0.8887   -89.4395  -104.3023   -16.3146   125.7204    22.4834
    1709   56.9333    1     -0.9087   -89.4596  -104.3033   -16.2757   125.7830    22.4835
    1710   56.9667    1     -0.9313   -89.4819  -104.3021   -16.2395   125.8533    22.4862
    1711   57.0000    1     -0.9543   -89.5022  -104.2890   -16.2428   125.9251    22.5026
    1712   57.0333    1     -0.9624   -89.5092  -104.2831   -16.2484   125.9504    22.5099
    1713   57.0667    1     -0.9667   -89.5136  -104.2839   -16.2382   125.9637    22.5093
    1714   57.1000    1     -0.9542   -89.5044  -104.2998   -16.2064   125.9249    22.4903
    1715   57.1333    1     -0.9438   -89.4956  -104.3082   -16.1968   125.8922    22.4800
    1716   57.1667    1     -0.9182   -89.4739  -104.3270   -16.1788   125.8126    22.4570
    1717   57.2000    1     -0.8953   -89.4550  -104.3468   -16.1528   125.7410    22.4330
    1718   57.2333    1     -0.8839   -89.4452  -104.3544   -16.1475   125.7056    22.4237
    1719   57.2667    1     -0.8672   -89.4322  -104.3720   -16.1177   125.6536    22.4027
    1720   57.3000    1     -0.8590   -89.4256  -104.3800   -16.1055   125.6279    22.3932
    1721   57.3333    1     -0.8547   -89.4223  -104.3849   -16.0965   125.6147    22.3873
    1722   57.3667    1     -0.8526   -89.4220  -104.3936   -16.0709   125.6082    22.3773
    1723   57.4000    1     -0.8508   -89.4254  -104.4186   -15.9895   125.6027    22.3484
    1724   57.4333    1     -0.8493   -89.4284  -104.4408   -15.9173   125.5978    22.3228
    1725   57.4667    1     -0.8505   -89.4297  -104.4413   -15.9135   125.6016    22.3223
    1726   57.5000    1     -0.8487   -89.4273  -104.4381   -15.9275   125.5960    22.3259
    1727   57.5333    1     -0.8395   -89.4177  -104.4361   -15.9508   125.5673    22.3279
    1728   57.5667    1     -0.8269   -89.4065  -104.4424   -15.9516   125.5283    22.3200
    1729   57.6000    1     -0.8206   -89.4002  -104.4419   -15.9646   125.5088    22.3204
    1730   57.6333    1     -0.8049   -89.3842  -104.4400   -15.9989   125.4600    22.3219
    1731   57.6667    1     -0.7890   -89.3695  -104.4451   -16.0097   125.4106    22.3154
    1732   57.7000    1     -0.7823   -89.3632  -104.4468   -16.0160   125.3897    22.3132
    1733   57.7333    1     -0.7749   -89.3561  -104.4479   -16.0251   125.3668    22.3116
    1734   57.7667    1     -0.7764   -89.3573  -104.4464   -16.0275   125.3714    22.3134
    1735   57.8000    1     -0.7821   -89.3628  -104.4456   -16.0203   125.3891    22.3146
    1736   57.8333    1     -0.7843   -89.3653  -104.4472   -16.0110   125.3960    22.3128
    1737   57.8667    1     -0.7892   -89.3701  -104.4471   -16.0027   125.4112    22.3131
    1738   57.9000    1     -0.8001   -89.3810  -104.4477   -15.9812   125.4450    22.3128
    1739   57.9333    1     -0.8090   -89.3891  -104.4442   -15.9775   125.4727    22.3173
    1740   57.9667    1     -0.8291   -89.4051  -104.4250   -16.0066   125.5352    22.3402
    1741   58.0000    1     -0.8522   -89.4197  -104.3843   -16.1028   125.6068    22.3878
    1742   58.0333    1     -0.8630   -89.4258  -104.3615   -16.1605   125.6404    22.4144
    1743   58.0667    1     -0.8833   -89.4355  -104.3095   -16.2998   125.7036    22.4748
    1744   58.1000    1     -0.9018   -89.4444  -104.2613   -16.4292   125.7612    22.5307
    1745   58.1333    1     -0.9192   -89.4518  -104.2112   -16.5669   125.8155    22.5886
    1746   58.1667    1     -0.9376   -89.4614  -104.1663   -16.6849   125.8729    22.6404
    1747   58.2000    1     -0.9462   -89.4670  -104.1508   -16.7217   125.8997    22.6585
    1748   58.2333    1     -0.9628   -89.4787  -104.1260   -16.7757   125.9516    22.6877
    1749   58.2667    1     -0.9699   -89.4846  -104.1193   -16.7857   125.9739    22.6958
    1750   58.3000    1     -0.9830   -89.4970  -104.1165   -16.7722   126.0148    22.7001
    1751   58.3333    1     -0.9927   -89.5078  -104.1225   -16.7350   126.0450    22.6941
    1752   58.3667    1     -1.0017   -89.5179  -104.1282   -16.7001   126.0734    22.6886
    1753   58.4000    1     -1.0059   -89.5224  -104.1299   -16.6869   126.0864    22.6870
    1754   58.4333    1     -1.0153   -89.5317  -104.1299   -16.6706   126.1157    22.6879
    1755   58.4667    1     -1.0311   -89.5478  -104.1309   -16.6392   126.1652    22.6880
    1756   58.5000    1     -1.0381   -89.5550  -104.1315   -16.6247   126.1874    22.6880
    1757   58.5333    1     -1.0546   -89.5730  -104.1390   -16.5699   126.2391    22.6809
    1758   58.5667    1     -1.0743   -89.5945  -104.1477   -16.5056   126.3007    22.6728
    1759   58.6000    1     -1.0865   -89.6068  -104.1479   -16.4831   126.3389    22.6736
    1760   58.6333    1     -1.0895   -89.6104  -104.1503   -16.4696   126.3485    22.6711
    1761   58.6667    1     -1.0923   -89.6174  -104.1713   -16.3935   126.3573    22.6474
    1762   58.7000    1     -1.0889   -89.6228  -104.2146   -16.2527   126.3466    22.5975
    1763   58.7333    1     -1.0865   -89.6252  -104.2384   -16.1762   126.3390    22.5699
    1764   58.7667    1     -1.0830   -89.6296  -104.2767   -16.0524   126.3279    22.5255
    1765   58.8000    1     -1.0824   -89.6337  -104.2989   -15.9779   126.3262    22.4997
    1766   58.8333    1     -1.0766   -89.6304  -104.3113   -15.9460   126.3081    22.4849
    1767   58.8667    1     -1.0723   -89.6278  -104.3197   -15.9255   126.2945    22.4749
    1768   58.9000    1     -1.0618   -89.6243  -104.3538   -15.8281   126.2616    22.4345
    1769   58.9333    1     -1.0425   -89.6141  -104.3981   -15.7123   126.2010    22.3817
    1770   58.9667    1     -1.0129   -89.5912  -104.4315   -15.6527   126.1084    22.3411
    1771   59.0000    1     -0.9999   -89.5796  -104.4389   -15.6511   126.0677    22.3318
    1772   59.0333    1     -0.9825   -89.5607  -104.4331   -15.7029   126.0133    22.3377
    1773   59.0667    1     -0.9709   -89.5435  -104.4077   -15.8104   125.9770    22.3667
    1774   59.1000    1     -0.9660   -89.5360  -104.3959   -15.8598   125.9615    22.3802
    1775   59.1333    1     -0.9512   -89.5183  -104.3824   -15.9325   125.9153    22.3951
    1776   59.1667    1     -0.9379   -89.4969  -104.3433   -16.0887   125.8740    22.4394
    1777   59.2000    1     -0.9357   -89.4881  -104.3109   -16.2021   125.8671    22.4764
    1778   59.2333    1     -0.9344   -89.4680  -104.2165   -16.5221   125.8630    22.5836
    1779   59.2667    1     -0.9414   -89.4487  -104.0786   -16.9712   125.8850    22.7388
    1780   59.3000    1     -0.9520   -89.4344  -103.9417   -17.4078   125.9179    22.8908
    1781   59.3333    1     -0.9546   -89.4256  -103.8768   -17.6176   125.9259    22.9617
    1782   59.3667    1     -0.9668   -89.4184  -103.7624   -17.9731   125.9643    23.0865
    1783   59.4000    1     -0.9969   -89.4319  -103.6655   -18.2404   126.0582    23.1937
    1784   59.4333    1     -1.0310   -89.4538  -103.5941   -18.4171   126.1651    23.2741
    1785   59.4667    1     -1.0529   -89.4712  -103.5689   -18.4629   126.2337    23.3039
    1786   59.5000    1     -1.1098   -89.5213  -103.5342   -18.4819   126.4123    23.3492
    1787   59.5333    1     -1.1699   -89.5739  -103.4942   -18.5123   126.6014    23.4011
    1788   59.5667    1     -1.1953   -89.5955  -103.4727   -18.5402   126.6814    23.4281
    1789   59.6000    1     -1.2439   -89.6361  -103.4254   -18.6138   126.8348    23.4865
    1790   59.6333    1     -1.2811   -89.6664  -103.3838   -18.6875   126.9523    23.5371
    1791   59.6667    1     -1.2945   -89.6775  -103.3697   -18.7112   126.9946    23.5544
    1792   59.7000    1     -1.3080   -89.6910  -103.3705   -18.6859   127.0373    23.5561
    1793   59.7333    1     -1.3041   -89.6899  -103.3880   -18.6349   127.0250    23.5369
    1794   59.7667    1     -1.2898   -89.6799  -103.4147   -18.5714   126.9799    23.5061
    1795   59.8000    1     -1.2793   -89.6725  -103.4342   -18.5252   126.9465    23.4835
    1796   59.8333    1     -1.2499   -89.6509  -103.4816   -18.4190   126.8536    23.4280
    1797   59.8667    1     -1.2139   -89.6256  -103.5463   -18.2672   126.7399    23.3530
    1798   59.9000    1     -1.1977   -89.6169  -103.5910   -18.1473   126.6889    23.3025
    1799   59.9333    1     -1.1669   -89.6061  -103.7088   -17.8107   126.5919    23.1709
    1800   59.9667    1     -1.1430   -89.6092  -103.8616   -17.3442   126.5167    23.0005
    1801   60.0000    1     -1.1227   -89.6241  -104.0497   -16.7493   126.4529    22.7882
    1802   60.0333    1     -1.1105   -89.6314  -104.1490   -16.4361   126.4145    22.6744
    1803   60.0667    1     -1.0797   -89.6494  -104.3854   -15.6874   126.3177    22.3987
    1804   60.1000    1     -1.0443   -89.6708  -104.6404   -14.8740   126.2068    22.0936
    1805   60.1333    1     -1.0240   -89.6804  -104.7686   -14.4667   126.1430    21.9374
    1806   60.1667    1     -0.9858   -89.7011  -105.0075   -13.7007   126.0234    21.6408
    1807   60.2000    1     -0.9608   -89.7279  -105.2036   -13.0528   125.9455    21.3919
    1808   60.2333    1     -0.9550   -89.7619  -105.3450   -12.5562   125.9272    21.2081
    1809   60.2667    1     -0.9562   -89.7783  -105.3962   -12.3685   125.9310    21.1405
    1810   60.3000    1     -0.9602   -89.8024  -105.4621   -12.1205   125.9436    21.0524
    1811   60.3333    1     -0.9731   -89.8296  -105.5053   -11.9356   125.9839    20.9930
    1812   60.3667    1     -0.9839   -89.8458  -105.5197   -11.8604   126.0176    20.9724
    1813   60.4000    1     -1.0079   -89.8794  -105.5433   -11.7227   126.0926    20.9376
    1814   60.4333    1     -1.0169   -89.8979  -105.5703   -11.6040   126.1208    20.8997
    1815   60.4667    1     -1.0152   -89.9011  -105.5860   -11.5495   126.1156    20.8784
    1816   60.5000    1     -1.0111   -89.9074  -105.6197   -11.4336   126.1027    20.8326
    1817   60.5333    1     -1.0090   -89.9128  -105.6437   -11.3496   126.0960    20.7998
    1818   60.5667    1     -1.0042   -89.9122  -105.6580   -11.3067   126.0812    20.7807
    1819   60.6000    1     -1.0027   -89.9107  -105.6587   -11.3075   126.0764    20.7799
    1820   60.6333    1     -0.9959   -89.9038  -105.6607   -11.3149   126.0550    20.7781
    1821   60.6667    1     -0.9892   -89.8975  -105.6640   -11.3172   126.0342    20.7746
    1822   60.7000    1     -0.9882   -89.8977  -105.6679   -11.3049   126.0312    20.7693
    1823   60.7333    1     -0.9906   -89.9057  -105.6845   -11.2383   126.0385    20.7460
    1824   60.7667    1     -0.9969   -89.9258  -105.7242   -11.0768   126.0583    20.6899
    1825   60.8000    1     -1.0000   -89.9502  -105.7864   -10.8377   126.0681    20.6023
    1826   60.8333    1     -0.9997   -89.9614  -105.8203   -10.7115   126.0671    20.5545
    1827   60.8667    1     -0.9950   -89.9796  -105.8883   -10.4663   126.0523    20.4587
    1828   60.9000    1     -0.9893   -89.9926  -105.9435   -10.2704   126.0345    20.3806
    1829   60.9333    1     -0.9881   -89.9981  -105.9629   -10.1998   126.0306    20.3530
    1830   60.9667    1     -0.9867   -90.0009  -105.9751   -10.1567   126.0264    20.3357
    1831   61.0000    1     -0.9772   -89.9880  -105.9690   -10.2015   125.9967    20.3464
    1832   61.0333    1     -0.9622   -89.9706  -105.9677   -10.2402   125.9499    20.3513
    1833   61.0667    1     -0.9541   -89.9623  -105.9701   -10.2492   125.9245    20.3494
    1834   61.1000    1     -0.9400   -89.9475  -105.9729   -10.2704   125.8805    20.3482
    1835   61.1333    1     -0.9342   -89.9411  -105.9733   -10.2819   125.8624    20.3487
    1836   61.1667    1     -0.9343   -89.9416  -105.9743   -10.2778   125.8626    20.3472
    1837   61.2000    1     -0.9358   -89.9441  -105.9766   -10.2658   125.8674    20.3437
    1838   61.2333    1     -0.9354   -89.9435  -105.9761   -10.2684   125.8661    20.3444
    1839   61.2667    1     -0.9364   -89.9441  -105.9747   -10.2716   125.8693    20.3463
    1840   61.3000    1     -0.9397   -89.9475  -105.9737   -10.2679   125.8797    20.3471
    1841   61.3333    1     -0.9389   -89.9470  -105.9749   -10.2653   125.8771    20.3455
    1842   61.3667    1     -0.9394   -89.9474  -105.9745   -10.2656   125.8786    20.3459
    1843   61.4000    1     -0.9404   -89.9484  -105.9742   -10.2644   125.8818    20.3462
    1844   61.4333    1     -0.9414   -89.9492  -105.9735   -10.2650   125.8847    20.3470
    1845   61.4667    1     -0.9426   -89.9507  -105.9736   -10.2617   125.8885    20.3466
    1846   61.5000    1     -0.9429   -89.9512  -105.9742   -10.2589   125.8896    20.3457
    1847   61.5333    1     -0.9456   -89.9540  -105.9737   -10.2547   125.8978    20.3458
    1848   61.5667    1     -0.9480   -89.9573  -105.9751   -10.2439   125.9054    20.3433
    1849   61.6000    1     -0.9494   -89.9590  -105.9755   -10.2396   125.9098    20.3426
    1850   61.6333    1     -0.9504   -89.9598  -105.9747   -10.2401   125.9130    20.3435
    1851   61.6667    1     -0.9530   -89.9620  -105.9727   -10.2419   125.9210    20.3459
    1852   61.7000    1     -0.9575   -89.9662  -105.9700   -10.2420   125.9352    20.3489
    1853   61.7333    1     -0.9601   -89.9683  -105.9678   -10.2444   125.9433    20.3515
    1854   61.7667    1     -0.9645   -89.9729  -105.9668   -10.2383   125.9569    20.3521
    1855   61.8000    1     -0.9706   -89.9788  -105.9643   -10.2342   125.9759    20.3545
    1856   61.8333    1     -0.9763   -89.9845  -105.9619   -10.2301   125.9939    20.3567
    1857   61.8667    1     -0.9767   -89.9847  -105.9614   -10.2313   125.9951    20.3574
    1858   61.9000    1     -0.9760   -89.9838  -105.9612   -10.2338   125.9928    20.3579
    1859   61.9333    1     -0.9764   -89.9838  -105.9598   -10.2382   125.9940    20.3599
    1860   61.9667    1     -0.9763   -89.9835  -105.9594   -10.2398   125.9938    20.3604
    1861   62.0000    1     -0.9767   -89.9834  -105.9576   -10.2458   125.9952    20.3630
    1862   62.0333    1     -0.9801   -89.9869  -105.9565   -10.2419   126.0059    20.3638
    1863   62.0667    1     -0.9821   -89.9876  -105.9523   -10.2534   126.0119    20.3694
    1864   62.1000    1     -0.9812   -89.9859  -105.9506   -10.2620   126.0091    20.3721
    1865   62.1333    1     -0.9794   -89.9818  -105.9444   -10.2892   126.0036    20.3813
    1866   62.1667    1     -0.9751   -89.9763  -105.9426   -10.3060   125.9901    20.3848
    1867   62.2000    1     -0.9733   -89.9741  -105.9422   -10.3116   125.9845    20.3857
    1868   62.2333    1     -0.9709   -89.9707  -105.9402   -10.3245   125.9771    20.3890
    1869   62.2667    1     -0.9725   -89.9708  -105.9354   -10.3389   125.9820    20.3955
    1870   62.3000    1     -0.9760   -89.9744  -105.9345   -10.3345   125.9929    20.3962
    1871   62.3333    1     -0.9758   -89.9743  -105.9347   -10.3341   125.9923    20.3959
    1872   62.3667    1     -0.9740   -89.9746  -105.9413   -10.3133   125.9867    20.3868
    1873   62.4000    1     -0.9757   -89.9823  -105.9576   -10.2478   125.9920    20.3631
    1874   62.4333    1     -0.9756   -89.9866  -105.9701   -10.2008   125.9916    20.3451
    1875   62.4667    1     -0.9735   -89.9934  -105.9956   -10.1087   125.9852    20.3087
    1876   62.5000    1     -0.9691   -89.9939  -106.0110   -10.0606   125.9713    20.2874
    1877   62.5333    1     -0.9681   -89.9946  -106.0163   -10.0428   125.9681    20.2800
    1878   62.5667    1     -0.9674   -89.9937  -106.0159   -10.0455   125.9661    20.2806
    1879   62.6000    1     -0.9632   -89.9896  -106.0177   -10.0483   125.9530    20.2789
    1880   62.6333    1     -0.9601   -89.9873  -106.0211   -10.0426   125.9432    20.2746
    1881   62.6667    1     -0.9594   -89.9869  -106.0221   -10.0403   125.9410    20.2733
    1882   62.7000    1     -0.9587   -89.9863  -106.0225   -10.0403   125.9390    20.2729
    1883   62.7333    1     -0.9569   -89.9847  -106.0239   -10.0392   125.9331    20.2712
    1884   62.7667    1     -0.9549   -89.9829  -106.0249   -10.0398   125.9271    20.2702
    1885   62.8000    1     -0.9557   -89.9837  -106.0248   -10.0383   125.9296    20.2702
    1886   62.8333    1     -0.9569   -89.9848  -106.0244   -10.0375   125.9331    20.2706
    1887   62.8667    1     -0.9562   -89.9839  -106.0238   -10.0410   125.9311    20.2715
    1888   62.9000    1     -0.9563   -89.9836  -106.0228   -10.0446   125.9313    20.2729
    1889   62.9333    1     -0.9588   -89.9857  -106.0205   -10.0478   125.9393    20.2758
    1890   62.9667    1     -0.9622   -89.9888  -106.0187   -10.0469   125.9497    20.2777
    1891   63.0000    1     -0.9624   -89.9891  -106.0189   -10.0456   125.9503    20.2773
    1892   63.0333    1     -0.9605   -89.9874  -106.0199   -10.0463   125.9445    20.2763
    1893   63.0667    1     -0.9605   -89.9864  -106.0171   -10.0566   125.9446    20.2803
    1894   63.1000    1     -0.9614   -89.9853  -106.0112   -10.0772   125.9474    20.2887
    1895   63.1333    1     -0.9613   -89.9844  -106.0093   -10.0847   125.9470    20.2915
    1896   63.1667    1     -0.9616   -89.9850  -106.0101   -10.0810   125.9478    20.2903
