# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B003  (3238 frames @ 30 Hz)
# El UR5 permanece ESTATICO: en JIGSAWS el trocar y la camara
# estan fijos, de modo que el fulcro es constante y la misma
# pose se repite en todos los frames (se incluye una fila por
# frame para alinear con los archivos de PSM).
# Fulcro: [0.110112, -0.04358, 0.422241] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.472911, -0.421284, 0.0] m
# IK del UR5: OK (0.0008 mm)
#  frame      t(s)     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
    1564   52.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1565   52.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1566   52.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1567   52.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1568   52.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1569   52.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1570   52.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1571   52.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1572   52.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1573   52.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1574   52.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1575   52.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1576   52.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1577   52.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1578   52.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1579   52.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1580   52.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1581   52.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1582   52.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1583   52.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1584   52.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1585   52.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1586   52.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1587   52.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1588   52.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1589   52.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1590   52.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1591   53.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1592   53.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1593   53.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1594   53.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1595   53.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1596   53.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1597   53.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1598   53.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1599   53.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1600   53.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1601   53.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1602   53.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1603   53.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1604   53.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1605   53.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1606   53.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1607   53.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1608   53.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1609   53.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1610   53.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1611   53.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1612   53.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1613   53.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1614   53.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1615   53.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1616   53.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1617   53.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1618   53.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1619   53.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1620   53.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1621   54.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1622   54.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1623   54.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1624   54.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1625   54.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1626   54.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1627   54.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1628   54.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1629   54.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1630   54.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1631   54.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1632   54.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1633   54.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1634   54.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1635   54.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1636   54.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1637   54.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1638   54.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1639   54.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1640   54.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1641   54.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1642   54.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1643   54.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1644   54.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1645   54.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1646   54.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1647   54.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1648   54.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1649   54.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1650   54.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1651   55.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1652   55.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1653   55.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1654   55.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1655   55.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1656   55.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1657   55.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1658   55.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1659   55.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1660   55.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1661   55.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1662   55.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1663   55.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1664   55.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1665   55.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1666   55.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1667   55.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1668   55.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1669   55.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1670   55.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1671   55.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1672   55.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1673   55.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1674   55.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1675   55.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1676   55.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1677   55.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1678   55.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1679   55.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1680   55.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1681   56.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1682   56.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1683   56.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1684   56.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1685   56.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1686   56.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1687   56.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1688   56.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1689   56.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1690   56.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1691   56.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1692   56.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1693   56.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1694   56.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1695   56.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1696   56.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1697   56.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1698   56.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1699   56.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1700   56.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1701   56.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1702   56.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1703   56.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1704   56.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1705   56.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1706   56.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1707   56.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1708   56.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1709   56.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1710   56.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1711   57.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1712   57.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1713   57.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1714   57.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1715   57.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1716   57.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1717   57.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1718   57.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1719   57.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1720   57.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1721   57.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1722   57.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1723   57.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1724   57.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1725   57.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1726   57.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1727   57.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1728   57.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1729   57.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1730   57.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1731   57.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1732   57.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1733   57.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1734   57.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1735   57.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1736   57.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1737   57.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1738   57.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1739   57.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1740   57.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1741   58.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1742   58.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1743   58.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1744   58.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1745   58.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1746   58.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1747   58.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1748   58.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1749   58.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1750   58.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1751   58.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1752   58.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1753   58.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1754   58.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1755   58.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1756   58.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1757   58.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1758   58.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1759   58.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1760   58.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1761   58.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1762   58.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1763   58.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1764   58.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1765   58.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1766   58.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1767   58.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1768   58.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1769   58.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1770   58.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1771   59.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1772   59.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1773   59.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1774   59.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1775   59.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1776   59.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1777   59.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1778   59.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1779   59.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1780   59.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1781   59.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1782   59.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1783   59.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1784   59.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1785   59.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1786   59.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1787   59.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1788   59.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1789   59.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1790   59.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1791   59.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1792   59.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1793   59.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1794   59.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1795   59.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1796   59.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1797   59.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1798   59.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1799   59.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1800   59.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1801   60.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1802   60.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1803   60.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1804   60.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1805   60.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1806   60.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1807   60.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1808   60.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1809   60.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1810   60.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1811   60.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1812   60.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1813   60.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1814   60.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1815   60.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1816   60.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1817   60.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1818   60.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1819   60.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1820   60.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1821   60.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1822   60.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1823   60.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1824   60.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1825   60.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1826   60.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1827   60.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1828   60.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1829   60.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1830   60.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1831   61.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1832   61.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1833   61.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1834   61.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1835   61.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1836   61.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1837   61.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1838   61.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1839   61.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1840   61.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1841   61.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1842   61.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1843   61.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1844   61.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1845   61.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1846   61.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1847   61.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1848   61.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1849   61.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1850   61.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1851   61.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1852   61.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1853   61.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1854   61.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1855   61.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1856   61.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1857   61.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1858   61.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1859   61.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1860   61.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1861   62.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1862   62.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1863   62.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1864   62.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1865   62.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1866   62.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1867   62.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1868   62.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1869   62.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1870   62.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1871   62.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1872   62.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1873   62.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1874   62.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1875   62.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1876   62.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1877   62.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1878   62.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1879   62.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1880   62.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1881   62.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1882   62.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1883   62.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1884   62.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1885   62.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1886   62.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1887   62.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1888   62.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1889   62.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
