# Posiciones articulares (matriz) del PSM derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# q1-q2-q4-q5-q6-q7 en grados; q3 (insercion) en metros
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida; en la animacion salen en rojo)
# modo de mapeo del gripper: crudo
# IK OK 100.00 %, error mediana 0.00000 mm, maximo 0.00100 mm, margen minimo 0.2989
#  frame      t(s)  gesto   IK  sat     q1(deg)    q2(deg)      q3(m)    q4(deg)    q5(deg)    q6(deg)    q7(deg)    err(mm)
    1625   54.1333     G6    1    0    -36.0161    25.8229   0.151069     2.7837   -10.3220    39.2907     0.0000    0.00004
    1626   54.1667     G6    1    0    -35.9977    25.8676   0.150986     3.3550   -10.7782    39.2487     0.0000    0.00000
    1627   54.2000     G6    1    0    -35.9989    25.8763   0.150955     3.9823   -11.1554    39.3873     0.0000    0.00000
    1628   54.2333     G6    1    0    -35.9966    25.8885   0.150944     4.2523   -11.3843    39.3198     0.0000    0.00000
    1629   54.2667     G6    1    0    -36.0302    25.9124   0.151025     4.5547   -11.7597    39.4840     0.0000    0.00000
    1630   54.3000     G6    1    0    -36.0625    25.9080   0.151140     4.5670   -11.7498    39.5091     0.0000    0.00006
    1631   54.3333     G6    1    0    -36.1031    25.9346   0.151315     5.1302   -12.2178    39.3789     0.0000    0.00000
    1632   54.3667     G4    1    0    -36.1306    25.9601   0.151437     5.6017   -12.6149    39.2723     0.0000    0.00000
    1633   54.4000     G4    1    0    -36.2079    26.0255   0.151755     6.7804   -13.6076    39.0521     0.0000    0.00000
    1634   54.4333     G4    1    0    -36.3150    26.0704   0.152077     7.9217   -14.3604    39.0163     0.0000    0.00000
    1635   54.4667     G4    1    0    -36.4178    26.1244   0.152397     9.2656   -15.2585    38.7794     0.0000    0.00000
    1636   54.5000     G4    1    0    -36.4719    26.1776   0.152575    10.0684   -15.9340    38.6302     0.0000    0.00000
    1637   54.5333     G4    1    0    -36.5814    26.2601   0.152851    11.7245   -16.9596    38.4059     0.0000    0.00000
    1638   54.5667     G4    1    0    -36.6760    26.3722   0.153082    13.3854   -17.9989    38.1032     0.0000    0.00000
    1639   54.6000     G4    1    0    -36.7261    26.4645   0.153184    14.3970   -18.8884    37.7868     0.0000    0.00000
    1640   54.6333     G4    1    0    -36.8441    26.6020   0.153377    16.4538   -20.3896    37.3003     0.0000    0.00001
    1641   54.6667     G4    1    0    -36.9708    26.7522   0.153625    18.4312   -22.0002    36.6430     0.0000    0.00001
    1642   54.7000     G4    1    0    -37.0362    26.8276   0.153759    19.6307   -22.9207    36.1985     0.0000    0.00000
    1643   54.7333     G4    1    0    -37.1847    26.9370   0.154079    22.2812   -24.6840    35.3895     0.0000    0.00001
    1644   54.7667     G4    1    0    -37.3554    27.0374   0.154470    25.0443   -26.6112    34.3232     0.0000    0.00002
    1645   54.8000     G4    1    0    -37.5502    27.1319   0.154902    28.1070   -28.6180    33.0430     0.0000    0.00002
    1646   54.8333     G4    1    0    -37.6484    27.1554   0.155099    29.4512   -29.3316    32.6686     0.0000    0.00000
    1647   54.8667     G4    1    0    -37.8733    27.2554   0.155452    32.2408   -30.8410    31.4599     0.0000    0.00001
    1648   54.9000     G4    1    0    -38.1342    27.3773   0.155763    35.2915   -32.4994    30.0361     0.0000    0.00002
    1649   54.9333     G4    1    0    -38.2473    27.4388   0.155885    36.3024   -33.1344    29.5324     0.0000    0.00000
    1650   54.9667     G4    1    0    -38.4692    27.5292   0.156076    38.0263   -34.1706    28.6760     0.0000    0.00000
    1651   55.0000     G4    1    0    -38.6773    27.5696   0.156275    39.3381   -34.8835    28.2987     0.0000    0.00000
    1652   55.0333     G4    1    0    -38.8770    27.6199   0.156412    40.6802   -35.6745    27.8283     0.0000    0.00000
    1653   55.0667     G4    1    0    -38.9774    27.6386   0.156473    41.3142   -36.0699    27.7066     0.0000    0.00000
    1654   55.1000     G4    1    0    -39.0905    27.6953   0.156515    41.2150   -36.2721    27.9781     0.0000    0.00000
    1655   55.1333     G4    1    0    -39.1519    27.7129   0.156426    41.5418   -36.3140    27.8503     0.0000    0.00012
    1656   55.1667     G4    1    0    -39.1728    27.7193   0.156365    41.5479   -36.3315    27.8411     0.0000    0.00003
    1657   55.2000     G4    1    0    -39.2091    27.7076   0.156253    41.5336   -36.3969    28.0151     0.0000    0.00009
    1658   55.2333     G4    1    0    -39.2271    27.7115   0.156182    41.5903   -36.5707    27.9188     0.0000    0.00010
    1659   55.2667     G4    1    0    -39.2158    27.7078   0.156144    41.5781   -36.6062    28.0607     0.0000    0.00004
    1660   55.3000     G4    1    0    -39.2018    27.7084   0.156127    41.5885   -36.5935    28.0346     0.0000    0.00001
    1661   55.3333     G4    1    0    -39.1862    27.7103   0.156143    41.5633   -36.6428    28.1757     0.0000    0.00004
    1662   55.3667     G4    1    0    -39.1768    27.7107   0.156145    41.5739   -36.6314    28.1507     0.0000    0.00001
    1663   55.4000     G4    1    0    -39.1756    27.7101   0.156136    41.5878   -36.6231    28.1292     0.0000    0.00000
    1664   55.4333     G4    1    0    -39.1728    27.7111   0.156086    41.6033   -36.6148    28.1015     0.0000    0.00001
    1665   55.4667     G4    1    0    -39.1767    27.7062   0.156066    41.5773   -36.6712    28.2655     0.0000    0.00004
    1666   55.5000     G4    1    0    -39.1731    27.7062   0.156051    41.5820   -36.6664    28.2543     0.0000    0.00000
    1667   55.5333     G4    1    0    -39.1579    27.7062   0.156015    41.6026   -36.6478    28.2116     0.0000    0.00002
    1668   55.5667     G4    1    0    -39.1581    27.7095   0.156004    41.6715   -36.8040    28.0947     0.0000    0.00009
    1669   55.6000     G4    1    0    -39.1619    27.6949   0.155985    41.6786   -36.7861    28.1092     0.0000    0.00001
    1670   55.6333     G4    1    0    -39.1714    27.6916   0.155989    41.7312   -36.9506    28.0274     0.0000    0.00008
    1671   55.6667     G4    1    0    -39.1662    27.6840   0.155973    41.7403   -36.9323    28.0267     0.0000    0.00001
    1672   55.7000     G4    1    0    -39.1611    27.6772   0.155952    41.7502   -36.9171    28.0157     0.0000    0.00001
    1673   55.7333     G4    1    0    -39.1625    27.6765   0.155948    41.7610   -36.9106    27.9999     0.0000    0.00000
    1674   55.7667     G4    1    0    -39.1623    27.6742   0.155947    41.7666   -36.9055    27.9936     0.0000    0.00000
    1675   55.8000     G4    1    0    -39.1615    27.6715   0.155944    41.7851   -36.8929    27.9676     0.0000    0.00001
    1676   55.8333     G4    1    0    -39.1618    27.6639   0.155933    41.8092   -36.8744    27.9393     0.0000    0.00001
    1677   55.8667     G4    1    0    -39.1642    27.6611   0.155924    41.8205   -36.8677    27.9268     0.0000    0.00000
    1678   55.9000     G4    1    0    -39.1681    27.6602   0.155899    41.8280   -36.8654    27.9187     0.0000    0.00000
    1679   55.9333     G4    1    0    -39.1616    27.6615   0.155865    41.8492   -36.8523    27.8800     0.0000    0.00001
    1680   55.9667     G4    1    0    -39.1600    27.6574   0.155866    41.8492   -36.8481    27.8836     0.0000    0.00000
    1681   56.0000     G4    1    0    -39.1632    27.6572   0.155884    41.8567   -36.8456    27.8749     0.0000    0.00000
    1682   56.0333     G4    1    0    -39.1671    27.6617   0.155925    41.8552   -36.8512    27.8751     0.0000    0.00000
    1683   56.0667     G4    1    0    -39.1751    27.6652   0.155962    41.8299   -36.9019    27.9969     0.0000    0.00002
    1684   56.1000     G4    1    0    -39.1767    27.6694   0.155991    41.8160   -36.9261    28.0499     0.0000    0.00001
    1685   56.1333     G4    1    0    -39.1912    27.6708   0.156059    41.7270   -37.0677    28.4255     0.0000    0.00000
    1686   56.1667     G4    1    0    -39.2051    27.6666   0.156135    41.5970   -37.2678    28.9844     0.0000    0.00000
    1687   56.2000     G4    1    0    -39.2114    27.6624   0.156189    41.4913   -37.4062    29.3826     0.0000    0.00000
    1688   56.2333     G4    1    0    -39.2288    27.6592   0.156279    41.7526   -37.7201    29.5585     0.0000    0.00000
    1689   56.2667     G4    1    0    -39.2153    27.6599   0.156290    41.7785   -37.6996    29.5093     0.0000    0.00001
    1690   56.3000     G4    1    0    -39.2147    27.6591   0.156281    41.7984   -37.6884    29.4797     0.0000    0.00001
    1691   56.3333     G4    1    0    -39.2297    27.6599   0.156283    41.8009   -37.6959    29.4852     0.0000    0.00001
    1692   56.3667     G4    1    0    -39.2573    27.6518   0.156269    41.8358   -37.6869    29.4606     0.0000    0.00002
    1693   56.4000     G4    1    0    -39.2603    27.6442   0.156228    41.8383   -37.6817    29.4665     0.0000    0.00001
    1694   56.4333     G4    1    0    -39.2597    27.6443   0.156223    41.8385   -37.6814    29.4657     0.0000    0.00000
    1695   56.4667     G4    1    0    -39.2569    27.6451   0.156219    41.4812   -37.5041    29.6724     0.0000    0.00000
    1696   56.5000     G4    1    0    -39.2543    27.6476   0.156193    41.1235   -37.3291    29.8785     0.0000    0.00000
    1697   56.5333     G4    1    0    -39.2492    27.6479   0.156179    40.7654   -37.1506    30.0861     0.0000    0.00000
    1698   56.5667     G4    1    0    -39.2408    27.6481   0.156150    40.4134   -36.9675    30.2825     0.0000    0.00000
    1699   56.6000     G4    1    0    -39.2033    27.6538   0.156075    39.3376   -36.4239    30.8891     0.0000    0.00000
    1700   56.6333     G4    1    0    -39.1940    27.6773   0.156047    38.9792   -36.2624    31.0704     0.0000    0.00000
    1701   56.6667     G4    1    0    -39.1952    27.6968   0.156056    38.9807   -36.2785    31.0477     0.0000    0.00001
    1702   56.7000     G4    1    0    -39.1618    27.7072   0.156001    38.2262   -35.6939    31.5074     0.0000    0.00000
    1703   56.7333     G4    1    0    -39.1660    27.7149   0.155945    37.8298   -35.4193    31.7651     0.0000    0.00000
    1704   56.7667     G4    1    0    -39.1863    27.7476   0.155876    37.4254   -35.1206    32.0286     0.0000    0.00000
    1705   56.8000     G4    1    0    -39.1930    27.7636   0.155825    37.1435   -34.8468    32.2316     0.0000    0.00000
    1706   56.8333     G4    1    0    -39.2348    27.8281   0.155779    36.6631   -34.6992    32.4737     0.0000    0.00000
    1707   56.8667     G4    1    0    -39.2905    27.8607   0.155781    36.6490   -34.7631    32.5022     0.0000    0.00009
    1708   56.9000     G4    1    0    -39.3175    27.8632   0.155795    36.6512   -34.7786    32.5175     0.0000    0.00001
    1709   56.9333     G4    1    0    -39.3724    27.8499   0.155887    36.6370   -34.8014    32.5990     0.0000    0.00010
    1710   56.9667     G4    1    0    -39.4152    27.8380   0.155931    36.3105   -34.6192    32.8125     0.0000    0.00000
    1711   57.0000     G4    1    0    -39.4395    27.8218   0.155913    35.9178   -34.1338    33.1440     0.0000    0.00000
    1712   57.0333     G4    1    0    -39.4583    27.8270   0.155928    35.8808   -34.1190    33.1926     0.0000    0.00002
    1713   57.0667     G4    1    0    -39.4695    27.8234   0.155979    35.8779   -34.1288    33.2060     0.0000    0.00001
    1714   57.1000     G4    1    0    -39.4386    27.7979   0.155992    35.8937   -34.0881    33.1900     0.0000    0.00003
    1715   57.1333     G4    1    0    -39.4115    27.7866   0.155988    35.9029   -34.0626    33.1687     0.0000    0.00002
    1716   57.1667     G4    1    0    -39.3905    27.7751   0.156030    36.2392   -34.4894    33.2174     0.0000    0.00000
    1717   57.2000     G4    1    0    -39.3621    27.7592   0.155995    36.2173   -34.7220    33.4863     0.0000    0.00000
    1718   57.2333     G4    1    0    -39.3435    27.7477   0.155945    36.1834   -34.7489    33.6695     0.0000    0.00006
    1719   57.2667     G4    1    0    -39.3135    27.7370   0.155868    36.2544   -34.8762    33.5448     0.0000    0.00010
    1720   57.3000     G4    1    0    -39.2933    27.7253   0.155802    36.2814   -34.8420    33.5020     0.0000    0.00004
    1721   57.3333     G4    1    0    -39.2925    27.7337   0.155830    36.3157   -35.0151    33.4213     0.0000    0.00008
    1722   57.3667     G4    1    0    -39.2884    27.7159   0.155853    36.3311   -34.9902    33.4300     0.0000    0.00001
    1723   57.4000     G4    1    0    -39.2887    27.6655   0.155961    36.3221   -34.9468    33.5050     0.0000    0.00010
    1724   57.4333     G4    1    0    -39.2885    27.6209   0.156093    36.3037   -34.9140    33.5860     0.0000    0.00010
    1725   57.4667     G4    1    0    -39.2890    27.6176   0.156233    36.2813   -34.9177    33.6267     0.0000    0.00001
    1726   57.5000     G4    1    0    -39.2814    27.6241   0.156298    36.2716   -34.9219    33.6297     0.0000    0.00001
    1727   57.5333     G4    1    0    -39.2592    27.6278   0.156495    36.2190   -34.9677    33.8163     0.0000    0.00007
    1728   57.5667     G4    1    0    -39.1784    27.6112   0.156633    35.1501   -34.3867    34.5545     0.0000    0.00000
    1729   57.6000     G4    1    0    -39.1588    27.6146   0.156696    35.1490   -34.3792    34.5372     0.0000    0.00002
    1730   57.6333     G4    1    0    -39.1194    27.6218   0.156821    35.1202   -34.4097    34.6688     0.0000    0.00008
    1731   57.6667     G4    1    0    -39.0825    27.6155   0.156912    35.0994   -34.4271    34.8042     0.0000    0.00007
    1732   57.7000     G4    1    0    -39.0633    27.6151   0.156930    35.1077   -34.4141    34.7774     0.0000    0.00001
    1733   57.7333     G4    1    0    -39.0426    27.6162   0.156914    35.1280   -34.3977    34.7289     0.0000    0.00002
    1734   57.7667     G4    1    0    -39.0296    27.6164   0.156848    34.8063   -34.1913    34.8837     0.0000    0.00000
    1735   57.8000     G4    1    0    -39.0469    27.6162   0.156797    34.8050   -34.2009    34.8982     0.0000    0.00002
    1736   57.8333     G4    1    0    -39.0374    27.6100   0.156737    34.4756   -33.9933    35.0759     0.0000    0.00000
    1737   57.8667     G4    1    0    -39.0528    27.6088   0.156645    34.4925   -33.9951    35.0609     0.0000    0.00002
    1738   57.9000     G4    1    0    -39.0861    27.6035   0.156541    34.4987   -34.0060    35.0801     0.0000    0.00006
    1739   57.9333     G4    1    0    -39.1112    27.6069   0.156492    34.4977   -34.0220    35.0955     0.0000    0.00003
    1740   57.9667     G4    1    0    -39.1633    27.6361   0.156428    34.4844   -34.0773    35.1204     0.0000    0.00011
    1741   58.0000     G4    1    0    -39.1989    27.7028   0.156385    34.1257   -33.9623    35.2942     0.0000    0.00000
    1742   58.0333     G4    1    0    -39.2124    27.7260   0.156365    34.0878   -33.8202    35.3502     0.0000    0.00010
    1743   58.0667     G4    1    0    -39.2357    27.7907   0.156332    34.0109   -33.5947    35.4184     0.0000    0.00033
    1744   58.1000     G4    1    0    -39.2614    27.8598   0.156295    33.9437   -33.4788    35.4435     0.0000    0.00020
    1745   58.1333     G4    1    0    -39.2866    27.9349   0.156253    33.9066   -33.4020    35.4448     0.0000    0.00018
    1746   58.1667     G4    1    0    -39.3248    28.0153   0.156237    33.8801   -33.4970    35.4014     0.0000    0.00017
    1747   58.2000     G4    1    0    -39.3360    28.0260   0.156200    33.8632   -33.3556    35.4461     0.0000    0.00008
    1748   58.2333     G4    1    0    -39.3756    28.0672   0.156193    33.8240   -33.4121    35.4691     0.0000    0.00007
    1749   58.2667     G4    1    0    -39.3839    28.0602   0.156170    33.7994   -33.2382    35.5346     0.0000    0.00010
    1750   58.3000     G4    1    0    -39.4209    28.0608   0.156168    33.7833   -33.2698    35.5761     0.0000    0.00003
    1751   58.3333     G4    1    0    -39.4410    28.0289   0.156108    33.7660   -33.0827    35.6565     0.0000    0.00014
    1752   58.3667     G4    1    0    -39.4701    28.0144   0.156022    33.7855   -33.0826    35.6633     0.0000    0.00005
    1753   58.4000     G4    1    0    -39.4837    28.0096   0.155954    33.8000   -33.0816    35.6556     0.0000    0.00002
    1754   58.4333     G4    1    0    -39.5129    28.0065   0.155810    33.8282   -33.0861    35.6351     0.0000    0.00007
    1755   58.4667     G4    1    0    -39.5603    27.9978   0.155663    33.8632   -33.0912    35.6237     0.0000    0.00012
    1756   58.5000     G4    1    0    -39.5825    27.9941   0.155569    33.8765   -33.0956    35.6223     0.0000    0.00004
    1757   58.5333     G4    1    0    -39.6450    27.9884   0.155465    33.9109   -33.2905    35.6201     0.0000    0.00019
    1758   58.5667     G4    1    0    -39.6872    27.9576   0.155410    33.5851   -33.0804    35.8668     0.0000    0.00000
    1759   58.6000     G4    1    0    -39.7052    27.9564   0.155380    33.6417   -33.0046    35.5455     0.0000    0.00020
    1760   58.6333     G4    1    0    -39.7061    27.9527   0.155384    33.6615   -32.9630    35.3966     0.0000    0.00005
    1761   58.6667     G4    1    0    -39.7108    27.9118   0.155420    33.6917   -32.8876    35.2788     0.0000    0.00008
    1762   58.7000     G4    1    0    -39.6798    27.8296   0.155402    33.4319   -32.5178    35.1701     0.0000    0.00000
    1763   58.7333     G4    1    0    -39.6724    27.7866   0.155384    33.4587   -32.4379    35.0494     0.0000    0.00007
    1764   58.7667     G4    1    0    -39.6799    27.7220   0.155409    33.4627   -32.4818    35.1130     0.0000    0.00010
    1765   58.8000     G4    1    0    -39.6719    27.6803   0.155410    33.1829   -32.3096    35.2693     0.0000    0.00000
    1766   58.8333     G4    1    0    -39.6687    27.6752   0.155416    33.2256   -32.4690    35.1960     0.0000    0.00008
    1767   58.8667     G4    1    0    -39.6583    27.6597   0.155418    33.2415   -32.4405    35.1890     0.0000    0.00001
    1768   58.9000     G4    1    0    -39.6382    27.6161   0.155467    33.3172   -32.5147    34.9626     0.0000    0.00018
    1769   58.9333     G4    1    0    -39.5593    27.5537   0.155570    33.0776   -32.2326    34.6254     0.0000    0.00000
    1770   58.9667     G4    1    0    -39.4073    27.5196   0.155677    32.9234   -31.6973    33.5729     0.0000    0.00000
    1771   59.0000     G4    1    0    -39.3270    27.5051   0.155693    32.9940   -31.3261    32.9264     0.0000    0.00000
    1772   59.0333     G4    1    0    -39.1991    27.4948   0.155630    32.9405   -30.5636    32.1816     0.0000    0.00000
    1773   59.0667     G4    1    0    -39.1102    27.4958   0.155564    32.7557   -29.8546    32.1684     0.0000    0.00000
    1774   59.1000     G4    1    0    -39.0899    27.5202   0.155585    32.7130   -29.8402    32.1596     0.0000    0.00003
    1775   59.1333     G4    1    0    -39.0390    27.5550   0.155587    32.7747   -29.8328    31.9609     0.0000    0.00012
    1776   59.1667     G2    1    0    -38.9836    27.6389   0.155513    32.8576   -29.8481    31.6660     0.0000    0.00037
    1777   59.2000     G2    1    0    -38.9642    27.7042   0.155462    32.8959   -29.8796    31.5004     0.0000    0.00016
    1778   59.2333     G2    1    0    -38.9574    27.8974   0.155391    33.6194   -30.3720    30.8246     2.8393    0.00000
    1779   59.2667     G2    1    0    -38.9847    28.1578   0.155342    34.9681   -31.1162    29.8436    10.6514    0.00000
    1780   59.3000     G2    1    0    -39.0407    28.4091   0.155298    36.7081   -32.0029    28.6681    16.6298    0.00001
    1781   59.3333     G2    1    0    -39.0805    28.5228   0.155254    38.0062   -32.5758    27.8688    18.9781    0.00000
    1782   59.3667     G2    1    0    -39.1418    28.7022   0.155124    39.4274   -33.1275    27.1517    23.1883    0.00000
    1783   59.4000     G2    1    0    -39.2636    28.8383   0.155141    40.2582   -33.6559    27.2153    27.0148    0.00000
    1784   59.4333     G2    1    0    -39.3694    28.9282   0.154996    41.1379   -33.8945    26.7895    28.9889    0.00000
    1785   59.4667     G2    1    0    -39.4244    28.9533   0.154837    41.2058   -33.8427    26.8098    29.2602    0.00017
    1786   59.5000     G2    1    0    -39.5770    28.9830   0.154507    41.1547   -33.7951    26.9562    29.4380    0.00000
    1787   59.5333     G2    1    0    -39.7495    29.0353   0.154242    41.1551   -33.9483    27.0195    29.4941    0.00000
    1788   59.5667     G2    1    0    -39.8211    29.0656   0.154082    41.1767   -34.0044    27.0044    29.5035    0.00026
    1789   59.6000     G2    1    0    -39.9581    29.1357   0.153760    41.2127   -34.1236    26.9702    29.4941    0.00000
    1790   59.6333     G2    1    0    -40.0633    29.2000   0.153445    41.2498   -34.2192    26.9162    29.4754    0.00077
    1791   59.6667     G2    1    0    -40.1018    29.2218   0.153258    41.2886   -34.2395    26.8568    29.4754    0.00015
    1792   59.7000     G2    1    0    -40.1483    29.2177   0.152809    41.3843   -34.2176    26.7391    29.2976    0.00029
    1793   59.7333     G2    1    0    -40.1493    29.1910   0.152344    41.4721   -34.1573    26.6255    29.0825    0.00019
    1794   59.7667     G2    1    0    -40.1229    29.1529   0.151743    41.6041   -34.0486    26.4292    28.8112    0.00047
    1795   59.8000     G2    1    0    -40.1134    29.1402   0.151457    41.7058   -34.1665    26.2529    28.5398    0.00011
    1796   59.8333     G2    1    0    -40.0517    29.0875   0.150828    41.9093   -34.1327    25.8264    28.0907    0.00000
    1797   59.8667     G2    1    0    -39.9896    29.0378   0.150152    42.2402   -34.3472    25.0682    27.5294    0.00000
    1798   59.9000     G2    1    0    -39.9279    28.9886   0.149752    42.0750   -34.1134    24.6561    27.0523    0.00000
    1799   59.9333     G2    1    0    -39.8165    28.8545   0.148877    41.3525   -33.6603    24.1011    25.8641    0.00000
    1800   59.9667     G2    1    0    -39.7511    28.6582   0.148021    40.5719   -33.3366    23.7701    24.1987    0.00000
    1801   60.0000     G2    1    0    -39.7340    28.4222   0.147323    39.7974   -33.3766    23.4988    22.3649    0.00000
    1802   60.0333     G2    1    0    -39.7478    28.2930   0.147064    39.5707   -33.5911    23.5099    21.8878    0.00095
    1803   60.0667     G2    1    0    -39.7292    27.9936   0.146620    38.4686   -33.8344    23.5503    21.2422    0.00000
    1804   60.1000     G2    1    0    -39.6757    27.6724   0.146345    36.9478   -33.9644    23.6103    20.2599    0.00000
    1805   60.1333     G2    1    0    -39.6234    27.5125   0.146250    35.9430   -33.9125    23.6738    19.4085    0.00000
    1806   60.1667     G2    1    0    -39.4998    27.2073   0.146124    33.7788   -33.6270    23.8240    17.2941    0.00000
    1807   60.2000     G2    1    0    -39.4460    26.9437   0.146167    32.9738   -33.6947    23.2994    14.2721    0.00000
    1808   60.2333     G2    1    0    -39.3792    26.7247   0.146268    31.8442   -33.2275    22.9592    10.7356    0.00000
    1809   60.2667     G2    1    0    -39.3254    26.6542   0.146358    30.9854   -32.8862    22.7575     9.2761    0.00000
    1810   60.3000     G2    1    0    -39.2269    26.5422   0.146567    30.0170   -32.1776    22.0593     8.1066    0.00000
    1811   60.3333     G2    1    0    -39.1981    26.4422   0.146767    29.9270   -31.7103    21.2976     7.7417    0.00000
    1812   60.3667     G2    1    0    -39.2088    26.4076   0.146881    29.9052   -31.6023    21.0617     7.6014    0.00018
    1813   60.4000     G2    1    0    -39.2145    26.3564   0.147117    29.9209   -31.3637    20.2060     7.4891    0.00000
    1814   60.4333     G2    1    0    -39.1788    26.3080   0.147245    29.9724   -31.0940    19.2549     6.9840    0.00000
    1815   60.4667     G2    1    0    -39.1562    26.2807   0.147257    30.0097   -30.9848    18.9100     6.2635    0.00022
    1816   60.5000     G2    1    0    -39.0979    26.2259   0.147222    30.0995   -30.7218    18.0257     3.6065    0.00000
    1817   60.5333     G2    1    0    -39.0769    26.1810   0.147216    30.1530   -30.5929    17.6741     0.0000    0.00026
    1818   60.5667     G2    1    0    -39.0526    26.1549   0.147228    30.2410   -30.5030    17.3899     0.0000    0.00016
    1819   60.6000     G2    1    0    -39.0442    26.1532   0.147252    30.2986   -30.4826    17.2907     0.0000    0.00003
    1820   60.6333     G2    1    0    -39.0164    26.1518   0.147257    30.4367   -30.4337    17.0426     0.0000    0.00012
    1821   60.6667     G2    1    0    -38.9903    26.1468   0.147305    30.5508   -30.3871    16.8403     0.0000    0.00008
    1822   60.7000     G2    1    0    -38.9849    26.1368   0.147375    30.5955   -30.3631    16.7753     0.0000    0.00002
    1823   60.7333     G2    1    0    -38.9893    26.0931   0.147607    30.6728   -30.3031    16.7074     0.0000    0.00020
    1824   60.7667     G2    1    0    -39.0134    25.9956   0.147857    30.7890   -30.1931    16.6549     0.0000    0.00053
    1825   60.8000     G2    1    0    -39.0163    25.8574   0.148100    30.9014   -29.9713    16.3341     0.0000    0.00000
    1826   60.8333     G2    1    0    -39.0165    25.7834   0.148230    30.9187   -29.8664    16.2453     0.0000    0.00021
    1827   60.8667     G2    1    0    -38.9842    25.6438   0.148487    30.9248   -29.5895    15.7726     0.0000    0.00095
    1828   60.9000     G2    1    0    -38.9683    25.5267   0.148721    30.9180   -29.4114    15.6150     0.0000    0.00057
    1829   60.9333     G2    1    0    -38.9602    25.4854   0.148825    30.9250   -29.3346    15.4968     0.0000    0.00009
    1830   60.9667     G2    1    0    -38.9584    25.4550   0.149020    30.9324   -29.3038    15.5268     0.0000    0.00010
    1831   61.0000     G2    1    0    -38.9225    25.4721   0.149136    30.9807   -29.2892    15.4012     0.0000    0.00006
    1832   61.0333     G2    1    0    -38.8726    25.4834   0.149188    31.0600   -29.2549    15.2175     0.0000    0.00008
    1833   61.0667     G2    1    0    -38.8472    25.4827   0.149206    31.1033   -29.2308    15.1262     0.0000    0.00002
    1834   61.1000     G2    1    0    -38.8026    25.4852   0.149217    31.1845   -29.1905    14.9526     0.0000    0.00008
    1835   61.1333     G2    1    0    -38.7817    25.4879   0.149207    31.2509   -29.1650    14.8216     0.0000    0.00005
    1836   61.1667     G2    1    0    -38.7798    25.4853   0.149196    31.2913   -29.1507    14.7559     0.0000    0.00002
    1837   61.2000     G2    1    0    -38.7810    25.4792   0.149170    31.3605   -29.1269    14.6484     0.0000    0.00003
    1838   61.2333     G2    1    0    -38.7769    25.4806   0.149148    31.4034   -29.1144    14.5712     0.0000    0.00002
    1839   61.2667     G2    1    0    -38.7775    25.4828   0.149150    31.4246   -29.1107    14.5339     0.0000    0.00001
    1840   61.3000     G2    1    0    -38.7836    25.4824   0.149153    31.4652   -29.1016    14.4720     0.0000    0.00001
    1841   61.3333     G2    1    0    -38.7918    25.4768   0.149162    31.4915   -29.1273    14.5971     0.0000    0.00003
    1842   61.3667     G2    1    0    -38.7912    25.4769   0.149170    31.5127   -29.1207    14.5596     0.0000    0.00001
    1843   61.4000     G2    1    0    -38.7932    25.4767   0.149174    31.5223   -29.1187    14.5453     0.0000    0.00000
    1844   61.4333     G2    1    0    -38.7930    25.4770   0.149191    31.5531   -29.1100    14.4943     0.0000    0.00001
    1845   61.4667     G2    1    0    -38.8060    25.4717   0.149227    31.5795   -29.1381    14.6237     0.0000    0.00003
    1846   61.5000     G2    1    0    -38.8059    25.4700   0.149237    31.5951   -29.1316    14.5984     0.0000    0.00000
    1847   61.5333     G2    1    0    -38.8122    25.4692   0.149231    31.6089   -29.1299    14.5811     0.0000    0.00000
    1848   61.5667     G2    1    0    -38.8181    25.4642   0.149231    31.6340   -29.1211    14.5502     0.0000    0.00001
    1849   61.6000     G2    1    0    -38.8198    25.4619   0.149248    31.6638   -29.1112    14.5051     0.0000    0.00001
    1850   61.6333     G2    1    0    -38.8210    25.4622   0.149268    31.6773   -29.1082    14.4838     0.0000    0.00000
    1851   61.6667     G2    1    0    -38.8377    25.4604   0.149331    31.6821   -29.1467    14.6479     0.0000    0.00004
    1852   61.7000     G2    1    0    -38.8481    25.4620   0.149394    31.6808   -29.1527    14.6579     0.0000    0.00001
    1853   61.7333     G2    1    0    -38.8539    25.4644   0.149419    31.6801   -29.1576    14.6613     0.0000    0.00000
    1854   61.7667     G2    1    0    -38.8639    25.4627   0.149455    31.6988   -29.1552    14.6417     0.0000    0.00001
    1855   61.8000     G2    1    0    -38.8772    25.4629   0.149501    31.7254   -29.1537    14.6095     0.0000    0.00001
    1856   61.8333     G2    1    0    -38.9032    25.4599   0.149550    31.7275   -29.1963    14.7859     0.0000    0.00005
    1857   61.8667     G2    1    0    -38.9038    25.4605   0.149566    31.7256   -29.1974    14.7889     0.0000    0.00000
    1858   61.9000     G2    1    0    -38.9006    25.4612   0.149577    31.7362   -29.1934    14.7684     0.0000    0.00000
    1859   61.9333     G2    1    0    -38.8993    25.4635   0.149591    31.7573   -29.1887    14.7297     0.0000    0.00001
    1860   61.9667     G2    1    0    -38.8980    25.4641   0.149601    31.7678   -29.1855    14.7109     0.0000    0.00000
