# Posiciones articulares (matriz) del PSM derecho
# Trial JIGSAWS: Needle_Passing_B003  (3238 frames @ 30 Hz)
# q1-q2-q4-q5-q6-q7 en grados; q3 (insercion) en metros
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida; en la animacion salen en rojo)
# modo de mapeo del gripper: crudo
# IK OK 100.00 %, error mediana 0.00000 mm, maximo 0.00100 mm, margen minimo 0.5193
#  frame      t(s)  gesto   IK  sat     q1(deg)    q2(deg)      q3(m)    q4(deg)    q5(deg)    q6(deg)    q7(deg)    err(mm)
    1700   56.6333      -    1    0    -19.1322    14.8999   0.152434    27.8018     2.2535   -37.5355     0.0000    0.00000
    1701   56.6667      -    1    0    -19.1380    14.9165   0.152483    27.8200     2.1533   -37.7544     0.0000    0.00009
    1702   56.7000      -    1    0    -19.1585    14.9072   0.152568    27.8325     2.0862   -38.0627     0.0000    0.00016
    1703   56.7333      -    1    0    -19.1814    14.9497   0.152670    27.9236     1.7736   -38.3077     0.0000    0.00000
    1704   56.7667      -    1    0    -19.1786    14.9843   0.152742    28.2119     1.8321   -38.2970     0.0000    0.00005
    1705   56.8000      -    1    0    -19.1707    15.0001   0.152805    28.1902     1.7962   -38.4770     0.0000    0.00005
    1706   56.8333      -    1    0    -19.1763    15.0306   0.152943    28.8070     1.9672   -38.4759     0.0000    0.00000
    1707   56.8667      -    1    0    -19.1876    15.0230   0.153078    29.6476     2.4992   -38.3713     0.0000    0.00000
    1708   56.9000      -    1    0    -19.1980    15.0543   0.153121    29.9833     2.5014   -38.4109     0.0000    0.00012
    1709   56.9333      -    1    0    -19.2000    15.1042   0.153201    31.1417     2.9772   -38.3749     0.0000    0.00000
    1710   56.9667      -    1    0    -19.2252    15.1763   0.153196    32.4090     3.2717   -38.1108     0.0000    0.00000
    1711   57.0000      -    1    0    -19.2559    15.2573   0.153165    33.0994     3.2370   -37.9260     0.0000    0.00000
    1712   57.0333      -    1    0    -19.2491    15.3045   0.153164    33.6964     3.4134   -38.0126     0.0000    0.00000
    1713   57.0667      -    1    0    -19.2740    15.4717   0.153097    35.1060     3.2616   -37.7864     0.0000    0.00000
    1714   57.1000      -    1    0    -19.2626    15.6193   0.153061    36.0083     3.3466   -38.0556     0.0000    0.00000
    1715   57.1333      -    1    0    -19.2814    15.6945   0.153017    36.6455     3.4064   -38.0162     0.0000    0.00023
    1716   57.1667      -    1    0    -19.3592    15.8898   0.152989    38.0518     3.1337   -38.3181     0.0000    0.00000
    1717   57.2000      -    1    0    -19.4630    16.0447   0.152973    39.4637     2.9352   -38.6102     0.0000    0.00000
    1718   57.2333      -    1    0    -19.6211    16.2003   0.153017    40.7355     2.3764   -38.8264     0.0000    0.00000
    1719   57.2667      -    1    0    -19.6777    16.2421   0.153064    41.4091     2.4357   -39.0036     0.0000    0.00000
    1720   57.3000      -    1    0    -19.8117    16.2987   0.153180    42.4734     2.4070   -39.2293     0.0000    0.00000
    1721   57.3333      -    1    0    -19.9476    16.3403   0.153257    43.8300     2.5392   -39.3956     0.0000    0.00000
    1722   57.3667      -    1    0    -20.0387    16.3633   0.153289    44.5815     2.4570   -39.3419     0.0000    0.00000
    1723   57.4000      -    1    0    -20.1953    16.3660   0.153322    45.0263     2.2672   -39.3600     0.0000    0.00000
    1724   57.4333      -    1    0    -20.3229    16.3915   0.153353    46.0177     2.4241   -39.4030     0.0000    0.00044
    1725   57.4667      -    1    0    -20.3837    16.4069   0.153372    46.6408     2.5815   -39.4221     0.0000    0.00017
    1726   57.5000      -    1    0    -20.5228    16.4385   0.153361    47.3239     2.5337   -39.4826     0.0000    0.00000
    1727   57.5333      -    1    0    -20.6797    16.4953   0.153354    48.4262     2.4815   -39.5674     0.0000    0.00000
    1728   57.5667      -    1    0    -20.8549    16.5598   0.153336    49.8436     2.5025   -39.9292     0.0000    0.00000
    1729   57.6000      -    1    0    -20.9736    16.6237   0.153306    50.9950     2.4040   -40.0243     0.0000    0.00000
    1730   57.6333      -    1    0    -21.2002    16.7978   0.153283    52.9521     2.1346   -40.5936     0.0000    0.00000
    1731   57.6667      -    1    0    -21.4125    16.9669   0.153262    54.1800     1.8928   -41.2096     0.0000    0.00000
    1732   57.7000      -    1    0    -21.5103    17.0562   0.153250    54.6044     1.7562   -41.4304     0.0000    0.00000
    1733   57.7333      -    1    0    -21.7035    17.2469   0.153234    55.7588     1.5947   -41.6411     0.0000    0.00000
    1734   57.7667      -    1    0    -21.8509    17.4311   0.153256    56.0751     1.3302   -42.0270     0.0000    0.00000
    1735   57.8000      -    1    0    -21.9470    17.6476   0.153232    56.3390     1.0607   -42.2216     0.0000    0.00000
    1736   57.8333      -    1    0    -21.9703    17.7799   0.153220    56.3068     0.8630   -42.3500     0.0000    0.00043
    1737   57.8667      -    1    0    -21.9678    18.0099   0.153133    56.5183     0.7866   -42.2707     0.0000    0.00000
    1738   57.9000      -    1    0    -21.9032    18.2076   0.153041    56.4227     0.6801   -42.1409     0.0000    0.00000
    1739   57.9333      -    1    0    -21.8695    18.2918   0.152986    56.3851     0.6502   -42.0649     0.0000    0.00023
    1740   57.9667      -    1    0    -21.8166    18.4198   0.152795    56.6680     0.7450   -41.7145     0.0000    0.00000
    1741   58.0000      -    1    0    -21.7659    18.4786   0.152612    56.5557     0.9260   -41.5028     0.0000    0.00033
    1742   58.0333      -    1    0    -21.7552    18.4706   0.152400    56.5841     0.9613   -41.3104     0.0000    0.00011
    1743   58.0667      -    1    0    -21.7706    18.4716   0.152237    56.7470     0.7672   -41.1084     0.0000    0.00031
    1744   58.1000      -    1    0    -21.7478    18.4812   0.151843    56.9601     0.5579   -40.8792     0.0000    0.00000
    1745   58.1333      -    1    0    -21.6724    18.4522   0.151340    57.1114     0.5384   -40.5180     0.0000    0.00000
    1746   58.1667      -    1    0    -21.6153    18.4312   0.151020    57.1934     0.5788   -40.2591     0.0000    0.00042
    1747   58.2000      -    1    0    -21.5248    18.3992   0.150211    56.9733     0.0952   -39.5689     0.0000    0.00000
    1748   58.2333      -    1    0    -21.4387    18.3490   0.149267    56.0539    -0.5774   -38.7527     0.0000    0.00000
    1749   58.2667      -    1    0    -21.3493    18.2823   0.148251    55.4331    -0.9774   -37.9759     0.0000    0.00000
    1750   58.3000      -    1    0    -21.3251    18.2557   0.147691    54.8024    -1.4723   -37.3850     0.0000    0.00000
    1751   58.3333      -    1    0    -21.2879    18.2150   0.146467    54.1096    -2.2525   -35.9122     0.0000    0.00000
    1752   58.3667      -    1    0    -21.2277    18.1645   0.145261    52.2109    -3.1427   -34.4743     0.0000    0.00001
    1753   58.4000      -    1    0    -21.2172    18.1234   0.144672    51.2328    -3.6232   -33.4912     0.0000    0.00000
    1754   58.4333      -    1    0    -21.2112    18.0459   0.143446    48.8458    -4.7518   -31.2657     0.0000    0.00001
    1755   58.4667      -    1    0    -21.2462    18.0540   0.142343    46.9332    -6.2454   -29.2940     0.0000    0.00001
    1756   58.5000      -    1    0    -21.3197    18.0298   0.141293    44.2430    -7.7258   -26.7598     0.0000    0.00003
    1757   58.5333      -    1    0    -21.3569    17.9863   0.140759    42.2793    -8.3722   -25.0513     0.0000    0.00001
    1758   58.5667      -    1    0    -21.4117    17.8910   0.139785    39.5796    -8.8399   -22.1972     0.0000    0.00002
    1759   58.6000      -    1    0    -21.5256    17.7874   0.138829    35.6114    -9.4662   -18.8310     0.0000    0.00005
    1760   58.6333      -    1    0    -21.5850    17.7059   0.138387    33.5676    -9.5997   -17.1033     0.0000    0.00001
    1761   58.6667      -    1    0    -21.6846    17.4951   0.137554    29.8743    -9.4291   -13.8920     0.0000    0.00004
    1762   58.7000      -    1    0    -21.8025    17.2629   0.136672    25.5557    -9.1149   -10.3346     0.0000    0.00007
    1763   58.7333      -    1    0    -21.8372    16.8359   0.135766    20.9440    -7.5491    -7.3695     0.0000    0.00008
    1764   58.7667      -    1    0    -21.8540    16.5616   0.135365    19.2455    -6.4932    -6.0889     0.0000    0.00000
    1765   58.8000      -    1    0    -21.9310    15.9754   0.134610    15.7393    -4.6415    -3.7898     0.0000    0.00004
    1766   58.8333      -    1    0    -22.0937    15.2940   0.133936    12.0346    -2.8541    -1.1210     0.0000    0.00005
    1767   58.8667      -    1    0    -22.1553    14.9034   0.133596    10.6373    -1.7534    -0.1416     0.0000    0.00000
    1768   58.9000      -    1    0    -22.3189    14.0858   0.132942     7.4672     0.4969     2.0636     0.0000    0.00004
    1769   58.9333      -    1    0    -22.4921    13.4062   0.132435     4.3718     2.1277     3.9715     0.0000    0.00002
    1770   58.9667      -    1    0    -22.5356    13.1239   0.132206     2.5709     2.9360     4.3667     0.0000    0.00000
    1771   59.0000      -    1    0    -22.6480    12.6388   0.131663    -0.3253     4.5563     5.7442     0.0000    0.00001
    1772   59.0333      -    1    0    -22.7855    12.2201   0.131122    -3.4497     6.6798     7.4114     0.0000    0.00002
    1773   59.0667      -    1    0    -22.8646    11.9763   0.130756    -6.0746     8.3828     8.2068     0.0000    0.00001
    1774   59.1000      -    1    0    -22.8900    11.8591   0.130597    -7.0395     9.2800     8.4778     0.0000    0.00000
    1775   59.1333      -    1    0    -22.9408    11.6936   0.130347    -7.9930    10.6335     9.1484     0.0000    0.00000
    1776   59.1667      -    1    0    -23.0703    11.5463   0.130224    -9.8583    12.0241    10.0963     0.0000    0.00000
    1777   59.2000      -    1    0    -23.1121    11.4590   0.130185   -10.7171    12.7541    10.1546     0.0000    0.00000
    1778   59.2333      -    1    0    -23.1841    11.3279   0.130248   -11.9964    13.7808    10.1521     0.0000    0.00000
    1779   59.2667      -    1    0    -23.2834    11.1218   0.130348   -12.9893    15.1805    10.3750     0.0000    0.00000
    1780   59.3000      -    1    0    -23.3418    10.9688   0.130475   -13.9498    16.0954    10.1690     0.0000    0.00000
    1781   59.3333      -    1    0    -23.3789    10.8804   0.130550   -14.2298    16.6272    10.3110     0.0000    0.00000
    1782   59.3667      -    1    0    -23.5016    10.6906   0.130643   -15.7868    17.9169    10.4173     0.0000    0.00000
    1783   59.4000      -    1    0    -23.6418    10.4885   0.130715   -16.9806    19.1178    10.6139     0.0000    0.00000
    1784   59.4333      -    1    0    -23.7290    10.3685   0.130753   -17.9168    19.8260    10.5493     0.0000    0.00000
    1785   59.4667      -    1    0    -23.9269    10.0475   0.130916   -19.4478    21.6609    10.2955     0.0000    0.00001
    1786   59.5000      -    1    0    -24.1745     9.7010   0.131093   -21.0333    23.6592    10.0687     0.0000    0.00001
    1787   59.5333      -    1    0    -24.4261     9.4121   0.131240   -22.2272    25.2973    10.0532     0.0000    0.00000
    1788   59.5667      -    1    0    -24.5592     9.3138   0.131301   -23.1798    25.9377     9.9121     0.0000    0.00000
    1789   59.6000      -    1    0    -24.8206     9.0784   0.131461   -24.7722    27.5685     9.6580     0.0000    0.00001
    1790   59.6333      -    1    0    -25.0747     8.7653   0.131633   -26.4282    29.4233     9.1623     0.0000    0.00001
    1791   59.6667      -    1    0    -25.3514     8.4515   0.131767   -28.4239    31.0051     8.4837     0.0000    0.00001
    1792   59.7000      -    1    0    -25.4847     8.2726   0.131860   -29.0488    31.7849     8.3581     0.0000    0.00000
    1793   59.7333      -    1    0    -25.7121     7.9170   0.132059   -31.2522    33.2903     7.0010     0.0000    0.00002
    1794   59.7667      -    1    0    -25.8965     7.5348   0.132328   -33.0054    34.6969     5.9022     0.0000    0.00001
    1795   59.8000      -    1    0    -25.9635     7.3952   0.132413   -33.8583    35.1784     5.4594     0.0000    0.00000
    1796   59.8333      -    1    0    -26.0579     7.1511   0.132611   -35.0340    36.1523     4.7151     0.0000    0.00001
    1797   59.8667      -    1    0    -26.1166     6.9455   0.132766   -35.9938    37.1700     3.8987     0.0000    0.00000
    1798   59.9000      -    1    0    -26.1354     6.8813   0.132782   -36.4901    37.5832     3.5210     0.0000    0.00000
    1799   59.9333      -    1    0    -26.2018     6.8572   0.132833   -37.7669    38.0147     2.7789     0.0000    0.00000
    1800   59.9667      -    1    0    -26.2548     6.8100   0.132893   -38.9071    38.6610     1.5861     0.0000    0.00000
    1801   60.0000      -    1    0    -26.2730     6.7623   0.132964   -39.1396    39.0547     1.0908     0.0000    0.00000
    1802   60.0333      -    1    0    -26.3406     6.7221   0.133166   -40.3572    39.7535    -0.1731     0.0000    0.00001
    1803   60.0667      -    1    0    -26.4399     6.6859   0.133439   -41.9555    40.5422    -1.5080     0.0000    0.00001
    1804   60.1000      -    1    0    -26.4465     6.6334   0.133550   -42.3251    41.0045    -2.2293     0.0000    0.00000
    1805   60.1333      -    1    0    -26.4662     6.6462   0.133556   -42.7568    41.0048    -2.4766     0.0000    0.00000
    1806   60.1667      -    1    0    -26.5567     6.6709   0.133658   -44.4527    41.1066    -3.5414     0.0000    0.00000
    1807   60.2000      -    1    0    -26.6229     6.5868   0.133793   -45.5096    41.4027    -4.5773     0.0000    0.00000
    1808   60.2333      -    1    0    -26.6651     6.5426   0.133840   -45.9226    41.5845    -4.7658     0.0000    0.00000
    1809   60.2667      -    1    0    -26.7743     6.4547   0.133952   -47.6259    41.9117    -5.8265     0.0000    0.00000
    1810   60.3000      -    1    0    -26.8864     6.3038   0.134050   -48.9218    42.3504    -6.6178     0.0000    0.00000
    1811   60.3333      -    1    0    -26.9801     6.1502   0.134108   -50.2254    42.6894    -7.5048     0.0000    0.00000
    1812   60.3667      -    1    0    -26.9968     6.0527   0.134153   -50.2187    42.7888    -7.5826     0.0000    0.00018
    1813   60.4000      -    1    0    -27.0400     5.9297   0.134187   -51.0283    42.7621    -8.1673     0.0000    0.00000
    1814   60.4333      -    1    0    -27.0920     5.8550   0.134223   -51.7888    42.8824    -8.5150     0.0000    0.00000
    1815   60.4667      -    1    0    -27.1055     5.8320   0.134247   -52.2194    42.9085    -8.8281     0.0000    0.00000
    1816   60.5000      -    1    0    -27.0891     5.7844   0.134287   -52.2383    42.9144    -8.9139     0.0000    0.00005
    1817   60.5333      -    1    0    -27.1132     5.7638   0.134338   -52.6961    43.0296    -9.1732     0.0000    0.00000
    1818   60.5667      -    1    0    -27.1292     5.7437   0.134367   -53.1445    43.0319    -9.5028     0.0000    0.00000
    1819   60.6000      -    1    0    -27.1292     5.7294   0.134373   -53.0831    42.9949    -9.3980     0.0000    0.00005
    1820   60.6333      -    1    0    -27.1287     5.6952   0.134424   -53.0278    42.9903    -9.3510     0.0000    0.00005
    1821   60.6667      -    1    0    -27.1307     5.6905   0.134461   -53.4847    42.9469    -9.6923     0.0000    0.00000
    1822   60.7000      -    1    0    -27.1273     5.6826   0.134474   -53.5077    43.0485    -9.6468     0.0000    0.00003
    1823   60.7333      -    1    0    -27.0994     5.6777   0.134493   -53.5450    43.1626    -9.5967     0.0000    0.00007
    1824   60.7667      -    1    0    -27.0475     5.6610   0.134457   -53.5868    43.0924    -9.6828     0.0000    0.00009
    1825   60.8000      -    1    0    -27.0111     5.6194   0.134430   -53.6213    43.0685    -9.7744     0.0000    0.00008
    1826   60.8333      -    1    0    -26.9993     5.5933   0.134432   -53.6354    43.0632    -9.8226     0.0000    0.00002
    1827   60.8667      -    1    0    -26.9864     5.5191   0.134494   -53.6568    43.0836    -9.9327     0.0000    0.00012
    1828   60.9000      -    1    0    -26.9774     5.4301   0.134525   -53.6819    43.1040   -10.0645     0.0000    0.00016
    1829   60.9333      -    1    0    -26.9763     5.3914   0.134552   -53.6902    43.1157   -10.1193     0.0000    0.00003
    1830   60.9667      -    1    0    -26.9715     5.3298   0.134566   -53.7065    43.1336   -10.2074     0.0000    0.00007
    1831   61.0000      -    1    0    -26.9789     5.2864   0.134556   -53.7106    43.1667   -10.2527     0.0000    0.00004
    1832   61.0333      -    1    0    -26.9809     5.2813   0.134522   -53.5989    43.0706   -10.0556     0.0000    0.00012
    1833   61.0667      -    1    0    -26.9799     5.2795   0.134513   -53.5918    43.0741   -10.0601     0.0000    0.00000
    1834   61.1000      -    1    0    -26.9687     5.2867   0.134479   -53.6032    43.0484   -10.0761     0.0000    0.00002
    1835   61.1333      -    1    0    -26.9599     5.2815   0.134493   -53.6106    43.0377   -10.0947     0.0000    0.00000
    1836   61.1667      -    1    0    -26.9541     5.2780   0.134511   -53.6184    43.0042   -10.1241     0.0000    0.00001
    1837   61.2000      -    1    0    -26.9545     5.2672   0.134565   -53.6206    42.9927   -10.1502     0.0000    0.00001
    1838   61.2333      -    1    0    -26.9696     5.2799   0.134578   -54.0659    42.9419   -10.4581     0.0000    0.00000
    1839   61.2667      -    1    0    -26.9679     5.2814   0.134586   -54.0680    42.9259   -10.4664     0.0000    0.00000
    1840   61.3000      -    1    0    -26.9566     5.2865   0.134576   -54.0802    42.8651   -10.4998     0.0000    0.00002
    1841   61.3333      -    1    0    -26.9588     5.3053   0.134549   -54.5311    42.8091   -10.8012     0.0000    0.00000
    1842   61.3667      -    1    0    -26.9497     5.3092   0.134538   -54.5398    42.7643   -10.8246     0.0000    0.00002
    1843   61.4000      -    1    0    -26.9447     5.3049   0.134552   -54.6657    42.8249   -11.0654     0.0000    0.00007
    1844   61.4333      -    1    0    -26.9599     5.3150   0.134581   -55.2285    42.8721   -11.5635     0.0000    0.00000
    1845   61.4667      -    1    0    -26.9513     5.3274   0.134574   -55.2328    42.8389   -11.5467     0.0000    0.00001
    1846   61.5000      -    1    0    -26.9360     5.3426   0.134564   -55.2400    42.8019   -11.5479     0.0000    0.00002
    1847   61.5333      -    1    0    -26.9015     5.3577   0.134556   -55.2603    42.7290   -11.5766     0.0000    0.00004
    1848   61.5667      -    1    0    -26.8748     5.3588   0.134563   -55.2781    42.6732   -11.6153     0.0000    0.00002
    1849   61.6000      -    1    0    -26.8423     5.3770   0.134547   -55.2958    42.6177   -11.6285     0.0000    0.00004
    1850   61.6333      -    1    0    -26.8318     5.3891   0.134531   -55.3013    42.5900   -11.6287     0.0000    0.00001
    1851   61.6667      -    1    0    -26.8286     5.3949   0.134553   -55.3026    42.5653   -11.6355     0.0000    0.00000
    1852   61.7000      -    1    0    -26.8157     5.4083   0.134539   -55.3108    42.5198   -11.6451     0.0000    0.00002
    1853   61.7333      -    1    0    -26.8110     5.4228   0.134534   -55.3119    42.5000   -11.6353     0.0000    0.00001
    1854   61.7667      -    1    0    -26.7909     5.4456   0.134514   -55.2990    42.3168   -11.7069     0.0000    0.00012
    1855   61.8000      -    1    0    -26.7824     5.4492   0.134515   -55.2787    42.1752   -11.7805     0.0000    0.00008
    1856   61.8333      -    1    0    -26.7938     5.4403   0.134567   -55.2707    42.2042   -11.7753     0.0000    0.00001
    1857   61.8667      -    1    0    -26.7898     5.4443   0.134547   -55.2746    42.1846   -11.7814     0.0000    0.00001
    1858   61.9000      -    1    0    -26.7766     5.4579   0.134458   -55.2867    42.1365   -11.7905     0.0000    0.00004
    1859   61.9333      -    1    0    -26.7549     5.4821   0.134329   -55.3056    42.0527   -11.8060     0.0000    0.00010
    1860   61.9667      -    1    0    -26.7418     5.5019   0.134290   -55.3128    42.0169   -11.7993     0.0000    0.00003
    1861   62.0000      -    1    0    -26.7301     5.5235   0.134234   -55.3213    41.9642   -11.7990     0.0000    0.00004
    1862   62.0333      -    1    0    -26.7322     5.5232   0.134198   -55.3232    41.9528   -11.8049     0.0000    0.00000
    1863   62.0667      -    1    0    -26.7255     5.5195   0.134174   -55.3293    41.9421   -11.8183     0.0000    0.00001
    1864   62.1000      -    1    0    -26.7258     5.5216   0.134165   -55.3301    41.9320   -11.8207     0.0000    0.00000
    1865   62.1333      -    1    0    -26.7224     5.5259   0.134151   -55.3332    41.9141   -11.8253     0.0000    0.00001
    1866   62.1667      -    1    0    -26.7169     5.5330   0.134135   -55.3374    41.8904   -11.8296     0.0000    0.00001
    1867   62.2000      -    1    0    -26.7122     5.5371   0.134116   -55.3416    41.8702   -11.8360     0.0000    0.00001
    1868   62.2333      -    1    0    -26.7082     5.5501   0.134087   -55.3441    41.8477   -11.8297     0.0000    0.00001
    1869   62.2667      -    1    0    -26.7034     5.5680   0.134086   -55.3436    41.8325   -11.8124     0.0000    0.00001
    1870   62.3000      -    1    0    -26.7033     5.5752   0.134088   -55.4177    41.8680   -11.9523     0.0000    0.00003
    1871   62.3333      -    1    0    -26.7040     5.5774   0.134089   -55.4664    41.8933   -12.0218     0.0000    0.00001
    1872   62.3667      -    1    0    -26.7006     5.5772   0.134072   -55.4670    41.8799   -12.0172     0.0000    0.00000
    1873   62.4000      -    1    0    -26.6981     5.5788   0.134060   -55.4684    41.8732   -12.0185     0.0000    0.00000
    1874   62.4333      -    1    0    -26.6979     5.5793   0.134064   -55.4687    41.8663   -12.0216     0.0000    0.00000
    1875   62.4667      -    1    0    -26.7003     5.5813   0.134064   -55.4658    41.8747   -12.0127     0.0000    0.00000
    1876   62.5000      -    1    0    -26.6990     5.5844   0.134062   -55.4666    41.8630   -12.0151     0.0000    0.00000
    1877   62.5333      -    1    0    -26.6935     5.5882   0.134044   -55.4706    41.8489   -12.0186     0.0000    0.00001
    1878   62.5667      -    1    0    -26.6900     5.5914   0.134020   -55.4737    41.8365   -12.0212     0.0000    0.00000
    1879   62.6000      -    1    0    -26.6823     5.6045   0.133958   -55.4804    41.8020   -12.0219     0.0000    0.00002
    1880   62.6333      -    1    0    -26.6736     5.6148   0.133895   -55.4876    41.7748   -12.0230     0.0000    0.00002
    1881   62.6667      -    1    0    -26.6701     5.6180   0.133872   -55.4908    41.7624   -12.0257     0.0000    0.00000
    1882   62.7000      -    1    0    -26.6609     5.6219   0.133821   -55.4992    41.7362   -12.0364     0.0000    0.00002
    1883   62.7333      -    1    0    -26.6541     5.6258   0.133770   -55.5062    41.7129   -12.0448     0.0000    0.00001
    1884   62.7667      -    1    0    -26.6480     5.6304   0.133728   -55.5118    41.6925   -12.0504     0.0000    0.00001
    1885   62.8000      -    1    0    -26.6452     5.6371   0.133715   -55.5135    41.6799   -12.0478     0.0000    0.00000
    1886   62.8333      -    1    0    -26.6392     5.6571   0.133703   -55.5155    41.6458   -12.0384     0.0000    0.00002
    1887   62.8667      -    1    0    -26.6355     5.6811   0.133689   -55.5145    41.6238   -12.0149     0.0000    0.00002
    1888   62.9000      -    1    0    -26.6338     5.6883   0.133685   -55.5149    41.6145   -12.0097     0.0000    0.00000
    1889   62.9333      -    1    0    -26.6286     5.7040   0.133689   -55.5156    41.5951   -11.9984     0.0000    0.00001
    1890   62.9667      -    1    0    -26.6244     5.7100   0.133691   -55.5178    41.5782   -12.0002     0.0000    0.00000
    1891   63.0000      -    1    0    -26.6262     5.7118   0.133686   -55.5159    41.5848   -11.9930     0.0000    0.00000
    1892   63.0333      -    1    0    -26.6261     5.7142   0.133685   -55.5157    41.5822   -11.9908     0.0000    0.00000
    1893   63.0667      -    1    0    -26.6246     5.7164   0.133678   -55.5167    41.5772   -11.9907     0.0000    0.00000
    1894   63.1000      -    1    0    -26.6231     5.7220   0.133680   -55.5173    41.5638   -11.9903     0.0000    0.00000
    1895   63.1333      -    1    0    -26.6241     5.7243   0.133686   -55.5155    41.5710   -11.9823     0.0000    0.00000
    1896   63.1667      -    1    0    -26.6166     5.7372   0.133681   -55.5185    41.5488   -11.9774     0.0000    0.00001
    1897   63.2000      -    1    0    -26.6147     5.7431   0.133662   -55.5202    41.5373   -11.9751     0.0000    0.00000
    1898   63.2333      -    1    0    -26.6164     5.7494   0.133646   -55.5191    41.5309   -11.9683     0.0000    0.00000
    1899   63.2667      -    1    0    -26.6109     5.7661   0.133628   -55.5213    41.5053   -11.9588     0.0000    0.00001
    1900   63.3000      -    1    0    -26.6111     5.7682   0.133593   -55.5230    41.4963   -11.9599     0.0000    0.00000
    1901   63.3333      -    1    0    -26.6098     5.7627   0.133583   -55.5260    41.4907   -11.9719     0.0000    0.00000
    1902   63.3667      -    1    0    -26.6108     5.7637   0.133593   -55.5244    41.4936   -11.9686     0.0000    0.00000
    1903   63.4000      -    1    0    -26.6096     5.7659   0.133621   -55.5233    41.4955   -11.9651     0.0000    0.00000
    1904   63.4333      -    1    0    -26.6107     5.7672   0.133664   -55.5204    41.4985   -11.9621     0.0000    0.00000
    1905   63.4667      -    1    0    -26.6099     5.7715   0.133685   -55.5191    41.4971   -11.9570     0.0000    0.00000
    1906   63.5000      -    1    0    -26.6139     5.7689   0.133732   -55.6312    41.5808   -12.1721     0.0000    0.00006
    1907   63.5333      -    1    0    -26.6148     5.7699   0.133724   -55.6364    41.5699   -12.1628     0.0000    0.00000
    1908   63.5667      -    1    0    -26.6110     5.7690   0.133708   -55.6389    41.5619   -12.1679     0.0000    0.00000
    1909   63.6000      -    1    0    -26.6079     5.7688   0.133703   -55.6409    41.5572   -12.1716     0.0000    0.00000
    1910   63.6333      -    1    0    -26.6019     5.7690   0.133697   -55.6453    41.5410   -12.1821     0.0000    0.00001
    1911   63.6667      -    1    0    -26.5995     5.7677   0.133710   -55.6459    41.5415   -12.1845     0.0000    0.00000
    1912   63.7000      -    1    0    -26.5988     5.7693   0.133726   -55.6449    41.5428   -12.1819     0.0000    0.00000
    1913   63.7333      -    1    0    -26.5963     5.7713   0.133747   -55.6456    41.5349   -12.1845     0.0000    0.00000
    1914   63.7667      -    1    0    -26.5948     5.7719   0.133745   -55.6469    41.5258   -12.1893     0.0000    0.00000
    1915   63.8000      -    1    0    -26.5960     5.7715   0.133745   -55.6462    41.5281   -12.1880     0.0000    0.00000
    1916   63.8333      -    1    0    -26.5935     5.7743   0.133743   -55.6483    41.5145   -12.1924     0.0000    0.00000
    1917   63.8667      -    1    0    -26.5937     5.7717   0.133739   -55.6487    41.5160   -12.1953     0.0000    0.00000
    1918   63.9000      -    1    0    -26.5904     5.7721   0.133737   -55.6515    41.5044   -12.2025     0.0000    0.00000
    1919   63.9333      -    1    0    -26.5883     5.7721   0.133738   -55.6529    41.5015   -12.2046     0.0000    0.00000
    1920   63.9667      -    1    0    -26.5841     5.7733   0.133745   -55.6546    41.4965   -12.2070     0.0000    0.00000
    1921   64.0000      -    1    0    -26.5808     5.7737   0.133743   -55.6574    41.4849   -12.2141     0.0000    0.00000
    1922   64.0333      -    1    0    -26.5791     5.7777   0.133731   -55.6587    41.4760   -12.2132     0.0000    0.00000
    1923   64.0667      -    1    0    -26.5798     5.7825   0.133728   -55.6578    41.4724   -12.2078     0.0000    0.00000
    1924   64.1000      -    1    0    -26.5788     5.7846   0.133721   -55.6584    41.4680   -12.2072     0.0000    0.00000
    1925   64.1333      -    1    0    -26.5811     5.7865   0.133713   -55.6580    41.4608   -12.2077     0.0000    0.00000
    1926   64.1667      -    1    0    -26.5817     5.7910   0.133704   -55.6574    41.4559   -12.2033     0.0000    0.00000
    1927   64.2000      -    1    0    -26.5819     5.7867   0.133698   -55.7639    41.5321   -12.4057     0.0000    0.00005
    1928   64.2333      -    1    0    -26.5799     5.7914   0.133650   -55.7837    41.5111   -12.4160     0.0000    0.00001
    1929   64.2667      -    1    0    -26.5831     5.7925   0.133632   -55.7819    41.5109   -12.4118     0.0000    0.00000
    1930   64.3000      -    1    0    -26.5918     5.7902   0.133579   -55.7793    41.5132   -12.4098     0.0000    0.00001
    1931   64.3333      -    1    0    -26.5999     5.7916   0.133543   -55.7759    41.5154   -12.4030     0.0000    0.00001
    1932   64.3667      -    1    0    -26.6014     5.7895   0.133513   -55.7775    41.5061   -12.4105     0.0000    0.00000
    1933   64.4000      -    1    0    -26.6056     5.7891   0.133513   -55.7749    41.5119   -12.4064     0.0000    0.00000
    1934   64.4333      -    1    0    -26.6165     5.7865   0.133515   -55.7688    41.5229   -12.4011     0.0000    0.00000
    1935   64.4667      -    1    0    -26.6389     5.7846   0.133508   -55.7561    41.5470   -12.3838     0.0000    0.00001
    1936   64.5000      -    1    0    -26.6504     5.7811   0.133506   -55.7495    41.5652   -12.3754     0.0000    0.00001
